policy,k,bmax,total_waves,wave_index,measurement_phase,start_request,stop_request,wave_batch_size,is_full_wave,is_partial_wave,prompt_tokens,generated_tokens,prefill_wall_seconds,decode_wall_seconds,e2e_wall_seconds,prefill_prompt_tokens_per_second,decode_tokens_per_second,e2e_total_tokens_per_second,prefill_expert_h2d_fetches,decode_expert_h2d_fetches
permanent_k,80,2,100,80,steady_state,160,162,2,True,False,8192,256,1.1472159640397877,24.22622317902278,25.37343914306257,7140.765345657172,10.567061902643891,332.9465884529017,1714,6153
permanent_k,80,2,100,81,steady_state,162,164,2,True,False,8192,256,1.179481824976392,23.366035767016,24.545517591992393,6945.422834441698,10.956073274584947,344.1768937378625,1616,3190
permanent_k,80,2,100,82,steady_state,164,166,2,True,False,8192,256,1.2581100030220114,25.453362328000367,26.711472331022378,6511.354317446498,10.057610334583703,316.2686015696932,2185,28831
permanent_k,80,2,100,83,steady_state,166,168,2,True,False,8192,256,1.2158793209819123,23.75971016200492,24.975589482986834,6737.510753439211,10.77454220840537,338.2502745632774,1798,6941
permanent_k,80,2,100,84,steady_state,168,170,2,True,False,8192,256,1.231211347039789,24.49000640201848,25.72121774905827,6653.6098937815095,10.45324349032838,328.44479147218084,2159,21568
permanent_k,80,2,100,85,steady_state,170,172,2,True,False,8192,256,1.2327208389760926,24.83192065701587,26.064641495991964,6645.462412077286,10.309311290734621,324.11725291901956,2152,14378
permanent_k,80,2,100,86,steady_state,172,174,2,True,False,8192,256,1.125771060003899,23.793950338033028,24.919721398036927,7276.790362661861,10.759037333569669,339.0086054760427,1617,3992
permanent_k,80,2,100,87,steady_state,174,176,2,True,False,8192,256,1.2103918049833737,24.011393884022254,25.22178568900563,6768.056398161525,10.661605121156603,334.94852839394906,1961,6296
permanent_k,80,2,100,88,steady_state,176,178,2,True,False,8192,256,1.2126147180097178,24.970235266024247,26.182849984033965,6755.649488937137,10.25220616756969,322.65395116083636,1983,14842
permanent_k,80,2,100,89,steady_state,178,180,2,True,False,8192,256,1.2611663970164955,26.20765203796327,27.468818434979767,6495.574271071268,9.768139459008745,307.5487218351561,2194,36366
permanent_k,80,2,100,90,steady_state,180,182,2,True,False,8192,256,1.2677997010177933,23.791704088042025,25.059503789059818,6461.588524925064,10.760053128294768,337.1176089962375,2143,28807
permanent_k,80,2,100,91,steady_state,182,184,2,True,False,8192,256,1.2518782520201057,25.114060269028414,26.36593852104852,6543.76732464271,10.193493097398855,320.4133997830486,2172,19196
permanent_k,80,2,100,92,steady_state,184,186,2,True,False,8192,256,1.2547489919816144,24.575938023044728,25.830687015026342,6528.79584072225,10.416692935990893,327.05285752119534,2124,9170
permanent_k,80,2,100,93,steady_state,186,188,2,True,False,8192,256,1.2313976629520766,22.860547699034214,24.09194536198629,6652.603173178846,11.198331875960049,350.656614609867,1968,3758
