policy,k,batch_size,layer_id,accesses,hits,misses,fetches,compulsory_loads,refetches,evictions,hit_rate,h2d_bytes,h2d_reduction_vs_stream2
permanent_k,32,50,17,668368,211292,457076,457076,96,456980,0,0.3161312330931463,4313510313984,0.3161312330931463
permanent_k,32,50,18,696935,210934,486001,486001,96,485905,0,0.3026595019621629,4586480861184,0.30265950196216285
permanent_k,32,50,19,706924,210672,496252,496252,96,496156,0,0.2980122332810882,4683221434368,0.29801223328108817
permanent_k,32,50,20,716192,210703,505489,505489,96,505393,0,0.2941990415977838,4770392702976,0.2941990415977839
permanent_k,32,50,21,701005,210794,490211,490211,96,490115,0,0.3007025627491958,4626211405824,0.3007025627491958
permanent_k,32,50,22,710745,209874,500871,500871,96,500775,0,0.2952873393411139,4726811787264,0.29528733934111395
permanent_k,32,50,23,710831,210521,500310,500310,96,500214,0,0.2961618162404285,4721517527040,0.2961618162404285
permanent_k,32,50,24,702926,210267,492659,492659,96,492563,0,0.29913106073754564,4649313632256,0.2991310607375456
permanent_k,32,50,25,690120,211108,479012,479012,96,478916,0,0.30590042311482063,4520524382208,0.3059004231148206
permanent_k,32,50,26,705241,211296,493945,493945,96,493849,0,0.2996082190343443,4661449850880,0.2996082190343443
permanent_k,32,50,27,714223,211399,502824,502824,96,502728,0,0.2959845874467778,4745242607616,0.2959845874467778
permanent_k,32,50,28,683455,211295,472160,472160,96,472064,0,0.30915715006840244,4455860797440,0.3091571500684025
permanent_k,32,50,29,698769,210886,487883,487883,96,487787,0,0.3017964448909439,4604241641472,0.3017964448909439
permanent_k,32,50,30,698061,210881,487180,487180,96,487084,0,0.30209537561903615,4597607301120,0.3020953756190362
permanent_k,32,50,31,707311,211126,496185,496185,96,496089,0,0.2984910456644955,4682589143040,0.2984910456644956
permanent_k,32,50,32,723102,210697,512405,512405,96,512309,0,0.291379362800822,4835660267520,0.291379362800822
permanent_k,32,50,33,711496,210904,500592,500592,96,500496,0,0.29642331088298457,4724178812928,0.29642331088298457
permanent_k,32,50,34,709443,210320,499123,499123,96,499027,0,0.2964579254429179,4710315589632,0.29645792544291794
permanent_k,32,50,35,717922,210388,507534,507534,96,507438,0,0.29305133426751095,4789691744256,0.29305133426751095
permanent_k,32,50,36,707052,210064,496988,496988,96,496892,0,0.2970983746598553,4690167201792,0.29709837465985534
permanent_k,32,50,37,693096,211096,482000,482000,96,481904,0,0.3045696411463924,4548722688000,0.3045696411463924
permanent_k,32,50,38,703325,211119,492206,492206,96,492110,0,0.30017275086197703,4645038587904,0.30017275086197703
permanent_k,32,50,39,708552,210843,497709,497709,96,497613,0,0.2975688446296108,4696971411456,0.29756884462961086
permanent_k,32,50,40,690803,211076,479727,479727,96,479631,0,0.3055516551028296,4527271968768,0.30555165510282956
permanent_k,32,50,41,672413,211444,460969,460969,96,460873,0,0.3144555503834697,4350249271296,0.31445555038346973
permanent_k,32,50,42,663643,211755,451888,451888,95,451793,0,0.3190796859154696,4264550203392,0.31907968591546965
permanent_k,32,50,43,663285,211796,451489,451489,93,451396,0,0.3193137188388099,4260784766976,0.3193137188388099
permanent_k,32,50,44,668264,211382,456882,456882,94,456788,0,0.3163151089988388,4311679500288,0.31631510899883875
permanent_k,32,50,45,660612,211774,448838,448838,96,448742,0,0.320572438889999,4235766792192,0.320572438889999
permanent_k,32,50,46,677243,211455,465788,465788,94,465694,0,0.31222914079584435,4395727060992,0.3122291407958443
permanent_k,32,50,47,671844,211985,459859,459859,89,459770,0,0.31552711641392944,4339773997056,0.3155271164139294
quota_lru_k,32,50,0,750647,0,750647,750647,128,750519,750615,0.0,7083993858048,0.0
quota_lru_k,32,50,1,750519,0,750519,750519,128,750391,750487,0.0,7082785898496,0.0
quota_lru_k,32,50,2,695582,0,695582,695582,128,695454,695550,0.0,6564335321088,0.0
quota_lru_k,32,50,3,731407,6,731401,731401,128,731273,731369,8.203366935235784e-06,6902365814784,8.20336693518886e-06
quota_lru_k,32,50,4,707788,0,707788,707788,128,707660,707756,0.0,6679525588992,0.0
quota_lru_k,32,50,5,713851,0,713851,713851,128,713723,713819,0.0,6736743235584,0.0
quota_lru_k,32,50,6,711032,0,711032,711032,128,710904,711000,0.0,6710139813888,0.0
quota_lru_k,32,50,7,710291,0,710291,710291,128,710163,710259,0.0,6703146860544,0.0
quota_lru_k,32,50,8,731917,0,731917,731917,128,731789,731885,0.0,6907235401728,0.0
quota_lru_k,32,50,9,716962,0,716962,716962,128,716834,716930,0.0,6766102315008,0.0
quota_lru_k,32,50,10,715058,0,715058,715058,128,714930,715026,0.0,6748133916672,0.0
quota_lru_k,32,50,11,723738,5,723733,723733,128,723605,723701,6.908577413373348e-06,6830001487872,6.908577413367034e-06
quota_lru_k,32,50,12,702847,8,702839,702839,128,702711,702807,1.1382278077590143e-05,6632820965376,1.1382278077620711e-05
quota_lru_k,32,50,13,691573,0,691573,691573,128,691445,691541,0.0,6526501650432,0.0
quota_lru_k,32,50,14,696640,2,696638,696638,128,696510,696606,2.87092328892972e-06,6574300987392,2.870923288877947e-06
quota_lru_k,32,50,15,710387,0,710387,710387,128,710259,710355,0.0,6704052830208,0.0
quota_lru_k,32,50,16,677709,0,677709,677709,128,677581,677677,0.0,6395664531456,0.0
quota_lru_k,32,50,17,668368,0,668368,668368,128,668240,668336,0.0,6307511795712,0.0
quota_lru_k,32,50,18,696935,0,696935,696935,128,696807,696903,0.0,6577103831040,0.0
quota_lru_k,32,50,19,706924,0,706924,706924,128,706796,706892,0.0,6671371862016,0.0
quota_lru_k,32,50,20,716192,0,716192,716192,128,716064,716160,0.0,6758835683328,0.0
quota_lru_k,32,50,21,701005,4,701001,701001,128,700873,700969,5.7060933944836345e-06,6615475421184,5.706093394453049e-06
quota_lru_k,32,50,22,710745,1,710744,710744,128,710616,710712,1.4069743719618147e-06,6707421904896,1.4069743720090955e-06
quota_lru_k,32,50,23,710831,0,710831,710831,128,710703,710799,0.0,6708242939904,0.0
quota_lru_k,32,50,24,702926,9,702917,702917,128,702789,702885,1.280362371003491e-05,6633557065728,1.280362371003374e-05
quota_lru_k,32,50,25,690120,0,690120,690120,128,689992,690088,0.0,6512789422080,0.0
quota_lru_k,32,50,26,705241,0,705241,705241,128,705113,705209,0.0,6655489081344,0.0
quota_lru_k,32,50,27,714223,0,714223,714223,128,714095,714191,0.0,6740253868032,0.0
quota_lru_k,32,50,28,683455,0,683455,683455,128,683327,683423,0.0,6449890590720,0.0
quota_lru_k,32,50,29,698769,0,698769,698769,128,698641,698737,0.0,6594411626496,0.0
quota_lru_k,32,50,30,698061,0,698061,698061,128,697933,698029,0.0,6587730100224,0.0
quota_lru_k,32,50,31,707311,0,707311,707311,128,707183,707279,0.0,6675024052224,0.0
quota_lru_k,32,50,32,723102,0,723102,723102,128,722974,723070,0.0,6824046624768,0.0
quota_lru_k,32,50,33,711496,0,711496,711496,128,711368,711464,0.0,6714518667264,0.0
quota_lru_k,32,50,34,709443,0,709443,709443,128,709315,709411,0.0,6695144128512,0.0
quota_lru_k,32,50,35,717922,0,717922,717922,128,717794,717890,0.0,6775162011648,0.0
quota_lru_k,32,50,36,707052,0,707052,707052,128,706924,707020,0.0,6672579821568,0.0
quota_lru_k,32,50,37,693096,0,693096,693096,128,692968,693064,0.0,6540874481664,0.0
quota_lru_k,32,50,38,703325,0,703325,703325,128,703197,703293,0.0,6637407436800,0.0
quota_lru_k,32,50,39,708552,0,708552,708552,128,708424,708520,0.0,6686735597568,0.0
quota_lru_k,32,50,40,690803,0,690803,690803,128,690675,690771,0.0,6519235018752,0.0
quota_lru_k,32,50,41,672413,0,672413,672413,128,672285,672381,0.0,6345685204992,0.0
quota_lru_k,32,50,42,663643,0,663643,663643,127,663516,663611,0.0,6262921101312,0.0
quota_lru_k,32,50,43,663285,0,663285,663285,125,663160,663253,0.0,6259542589440,0.0
quota_lru_k,32,50,44,668264,0,668264,668264,126,668138,668232,0.0,6306530328576,0.0
quota_lru_k,32,50,45,660612,0,660612,660612,128,660484,660580,0.0,6234316996608,0.0
quota_lru_k,32,50,46,677243,0,677243,677243,126,677117,677211,0.0,6391266803712,0.0
quota_lru_k,32,50,47,671844,0,671844,671844,121,671723,671812,0.0,6340315447296,0.0
permanent_k,48,50,0,750647,313604,437043,437043,80,436963,0,0.41777826328487294,4124455206912,0.4177782632848729
permanent_k,48,50,1,750519,313747,436772,436772,80,436692,0,0.418040049618997,4121897730048,0.418040049618997
permanent_k,48,50,2,695582,314463,381119,381119,80,381039,0,0.4520861666920651,3596690128896,0.45208616669206503
permanent_k,48,50,3,731407,313523,417884,417884,80,417804,0,0.4286573686059882,3943648198656,0.42865736860598813
permanent_k,48,50,4,707788,314119,393669,393669,80,393589,0,0.44380379435650225,3715126788096,0.4438037943565022
permanent_k,48,50,5,713851,314216,399635,399635,80,399555,0,0.4401702876370559,3771429027840,0.4401702876370559
permanent_k,48,50,6,711032,312964,398068,398068,80,397988,0,0.44015459219838204,3756640960512,0.44015459219838204
permanent_k,48,50,7,710291,313708,396583,396583,80,396503,0,0.44166123462074,3742626742272,0.4416612346207399
permanent_k,48,50,8,731917,313771,418146,418146,80,418066,0,0.42869751624842706,3946120740864,0.4286975162484271
permanent_k,48,50,9,716962,314261,402701,402701,80,402621,0,0.438323091042482,3800363433984,0.438323091042482
permanent_k,48,50,10,715058,313040,402018,402018,80,401938,0,0.43778266937786864,3793917837312,0.4377826693778687
permanent_k,48,50,11,723738,312224,411514,411514,80,411434,0,0.43140473486261605,3883533336576,0.431404734862616
permanent_k,48,50,12,702847,312170,390677,390677,80,390597,0,0.4441507184351644,3686890733568,0.4441507184351644
permanent_k,48,50,13,691573,314172,377401,377401,80,377321,0,0.454286098502978,3561602678784,0.45428609850297796
permanent_k,48,50,14,696640,314385,382255,382255,80,382175,0,0.451287609095085,3607410769920,0.45128760909508503
permanent_k,48,50,15,710387,313685,396702,396702,80,396622,0,0.44156917285930064,3743749767168,0.44156917285930064
permanent_k,48,50,16,677709,315195,362514,362514,80,362434,0,0.4650889983754089,3421111320576,0.46508899837540896
permanent_k,48,50,17,668368,314356,354012,354012,80,353932,0,0.4703337083762239,3340876382208,0.4703337083762239
permanent_k,48,50,18,696935,313040,383895,383895,80,383815,0,0.44916670851657614,3622887751680,0.44916670851657614
permanent_k,48,50,19,706924,313442,393482,393482,80,393402,0,0.4433885396449972,3713362034688,0.44338853964499725
permanent_k,48,50,20,716192,313452,402740,402740,80,402660,0,0.4376647602877441,3800731484160,0.43766476028774404
permanent_k,48,50,21,701005,313681,387324,387324,80,387244,0,0.44747327051875524,3655247855616,0.4474732705187552
permanent_k,48,50,22,710745,312608,398137,398137,80,398057,0,0.439831444470239,3757292126208,0.4398314444702389
permanent_k,48,50,23,710831,313116,397715,397715,80,397635,0,0.440492887901625,3753309634560,0.440492887901625
permanent_k,48,50,24,702926,312740,390186,390186,80,390106,0,0.44491169767514643,3682257076224,0.4449116976751465
permanent_k,48,50,25,690120,312966,377154,377154,80,377074,0,0.4534950443401148,3559271694336,0.4534950443401148
permanent_k,48,50,26,705241,314231,391010,391010,80,390930,0,0.44556541664480653,3690033315840,0.44556541664480653
permanent_k,48,50,27,714223,313813,400410,400410,80,400330,0,0.4393767772810453,3778742845440,0.4393767772810453
permanent_k,48,50,28,683455,314932,368523,368523,80,368443,0,0.4607940537416509,3477819359232,0.46079405374165083
permanent_k,48,50,29,698769,314642,384127,384127,80,384047,0,0.45028042171304106,3625077178368,0.45028042171304106
permanent_k,48,50,30,698061,312909,385152,385152,80,385072,0,0.44825452216926603,3634750291968,0.448254522169266
permanent_k,48,50,31,707311,314004,393307,393307,80,393227,0,0.4439405014201674,3711710527488,0.4439405014201674
permanent_k,48,50,32,723102,313368,409734,409734,80,409654,0,0.43336624708547344,3866735149056,0.43336624708547344
permanent_k,48,50,33,711496,314056,397440,397440,80,397360,0,0.441402340982943,3750714408960,0.44140234098294295
permanent_k,48,50,34,709443,313629,395814,395814,80,395734,0,0.4420777990620811,3735369547776,0.4420777990620811
permanent_k,48,50,35,717922,314244,403678,403678,80,403598,0,0.43771328918740476,3809583562752,0.4377132891874047
permanent_k,48,50,36,707052,313438,393614,393614,80,393534,0,0.4433026142348795,3714607742976,0.4433026142348795
permanent_k,48,50,37,693096,314997,378099,378099,80,378019,0,0.4544781675265764,3568189833216,0.45447816752657644
permanent_k,48,50,38,703325,314609,388716,388716,80,388636,0,0.44731667436817973,3668384415744,0.4473166743681797
permanent_k,48,50,39,708552,314532,394020,394020,80,393940,0,0.44390813941672597,3718439239680,0.4439081394167259
permanent_k,48,50,40,690803,314537,376266,376266,80,376186,0,0.45532083676532964,3550891474944,0.45532083676532964
permanent_k,48,50,41,672413,315986,356427,356427,80,356347,0,0.46992845171048153,3363667181568,0.4699284517104815
permanent_k,48,50,42,663643,315918,347725,347725,79,347646,0,0.47603606155719264,3281544806400,0.4760360615571927
permanent_k,48,50,43,663285,315627,347658,347658,77,347581,0,0.47585427078857506,3280912515072,0.475854270788575
permanent_k,48,50,44,668264,315221,353043,353043,78,352965,0,0.47170130367639135,3331731750912,0.4717013036763914
permanent_k,48,50,45,660612,315747,344865,344865,80,344785,0,0.47796134493469694,3254554460160,0.4779613449346969
permanent_k,48,50,46,677243,315084,362159,362159,78,362081,0,0.46524511881259756,3417761120256,0.46524511881259756
permanent_k,48,50,47,671844,315809,356035,356035,73,355962,0,0.4700629908133436,3359967805440,0.4700629908133436
quota_lru_k,48,50,0,750647,8,750639,750639,128,750511,750591,1.0657472820113848e-05,7083918360576,1.06574728201414e-05
quota_lru_k,48,50,1,750519,33,750486,750486,128,750358,750438,4.396957305544563e-05,7082474471424,4.396957305541349e-05
quota_lru_k,48,50,2,695582,13,695569,695569,128,695441,695521,1.8689385291741305e-05,6564212637696,1.868938529170361e-05
quota_lru_k,48,50,3,731407,85,731322,731322,128,731194,731274,0.0001162143649158403,6901620277248,0.00011621436491582315
quota_lru_k,48,50,4,707788,38,707750,707750,128,707622,707702,5.3688392569526465e-05,6679166976000,5.368839256947311e-05
quota_lru_k,48,50,5,713851,13,713838,713838,128,713710,713790,1.8211083265275248e-05,6736620552192,1.8211083265273764e-05
quota_lru_k,48,50,6,711032,37,710995,710995,128,710867,710947,5.203703912060217e-05,6709790638080,5.2037039120600426e-05
quota_lru_k,48,50,7,710291,31,710260,710260,128,710132,710212,4.364408390363949e-05,6702854307840,4.364408390367114e-05
quota_lru_k,48,50,8,731917,30,731887,731887,128,731759,731839,4.098825413264072e-05,6906952286208,4.0988254132678925e-05
quota_lru_k,48,50,9,716962,37,716925,716925,128,716797,716877,5.1606640240347467e-05,6765753139200,5.160664024039807e-05
quota_lru_k,48,50,10,715058,27,715031,715031,128,714903,714983,3.775917478022762e-05,6747879112704,3.77591747802164e-05
quota_lru_k,48,50,11,723738,254,723484,723484,128,723356,723436,0.00035095573259936606,6827651629056,0.0003509557325993562
quota_lru_k,48,50,12,702847,369,702478,702478,128,702350,702430,0.0005250075763288454,6629414141952,0.0005250075763288953
quota_lru_k,48,50,13,691573,83,691490,691490,128,691362,691442,0.00012001625280339169,6525718364160,0.00012001625280344541
quota_lru_k,48,50,14,696640,27,696613,696613,128,696485,696565,3.875746440055122e-05,6574065057792,3.8757464400518415e-05
quota_lru_k,48,50,15,710387,24,710363,710363,128,710235,710315,3.378440202312261e-05,6703826337792,3.3784402023173676e-05
quota_lru_k,48,50,16,677709,20,677689,677689,128,677561,677641,2.9511191381551668e-05,6395475787776,2.951119138150382e-05
quota_lru_k,48,50,17,668368,5,668363,668363,128,668235,668315,7.4809087209441505e-06,6307464609792,7.480908720935986e-06
quota_lru_k,48,50,18,696935,33,696902,696902,128,696774,696854,4.735018330260354e-05,6576792403968,4.735018330259688e-05
quota_lru_k,48,50,19,706924,35,706889,706889,128,706761,706841,4.9510272674290304e-05,6671041560576,4.9510272674302414e-05
quota_lru_k,48,50,20,716192,22,716170,716170,128,716042,716122,3.071801974889415e-05,6758628065280,3.071801974885435e-05
quota_lru_k,48,50,21,701005,86,700919,700919,128,700791,700871,0.00012268100798139815,6614701572096,0.0001226810079814067
quota_lru_k,48,50,22,710745,48,710697,710697,128,710569,710649,6.75347698541671e-05,6706978357248,6.753476985421614e-05
quota_lru_k,48,50,23,710831,102,710729,710729,128,710601,710681,0.0001434940231925732,6707280347136,0.00014349402319258076
quota_lru_k,48,50,24,702926,283,702643,702643,128,702515,702595,0.00040260283443776444,6630971277312,0.0004026028344377153
quota_lru_k,48,50,25,690120,48,690072,690072,128,689944,690024,6.955312119631369e-05,6512336437248,6.955312119627521e-05
quota_lru_k,48,50,26,705241,31,705210,705210,128,705082,705162,4.395660490527352e-05,6655196528640,4.3956604905304175e-05
quota_lru_k,48,50,27,714223,24,714199,714199,128,714071,714151,3.360295033903977e-05,6740027375616,3.360295033905114e-05
quota_lru_k,48,50,28,683455,13,683442,683442,128,683314,683394,1.9021003577411828e-05,6449767907328,1.902100357742409e-05
quota_lru_k,48,50,29,698769,0,698769,698769,128,698641,698721,0.0,6594411626496,0.0
quota_lru_k,48,50,30,698061,12,698049,698049,128,697921,698001,1.7190474757936628e-05,6587616854016,1.719047475789992e-05
quota_lru_k,48,50,31,707311,5,707306,707306,128,707178,707258,7.069026213363004e-06,6674976866304,7.069026213391005e-06
quota_lru_k,48,50,32,723102,0,723102,723102,128,722974,723054,0.0,6824046624768,0.0
quota_lru_k,48,50,33,711496,20,711476,711476,128,711348,711428,2.8109785578555608e-05,6714329923584,2.8109785578545043e-05
quota_lru_k,48,50,34,709443,0,709443,709443,128,709315,709395,0.0,6695144128512,0.0
quota_lru_k,48,50,35,717922,17,717905,717905,128,717777,717857,2.3679452642487624e-05,6775001579520,2.3679452642477727e-05
quota_lru_k,48,50,36,707052,33,707019,707019,128,706891,706971,4.6672663396751584e-05,6672268394496,4.66726633967518e-05
quota_lru_k,48,50,37,693096,7,693089,693089,128,692961,693041,1.0099611020695547e-05,6540808421376,1.0099611020719657e-05
quota_lru_k,48,50,38,703325,0,703325,703325,128,703197,703277,0.0,6637407436800,0.0
quota_lru_k,48,50,39,708552,0,708552,708552,128,708424,708504,0.0,6686735597568,0.0
quota_lru_k,48,50,40,690803,0,690803,690803,128,690675,690755,0.0,6519235018752,0.0
quota_lru_k,48,50,41,672413,0,672413,672413,128,672285,672365,0.0,6345685204992,0.0
quota_lru_k,48,50,42,663643,0,663643,663643,127,663516,663595,0.0,6262921101312,0.0
quota_lru_k,48,50,43,663285,0,663285,663285,125,663160,663237,0.0,6259542589440,0.0
quota_lru_k,48,50,44,668264,0,668264,668264,126,668138,668216,0.0,6306530328576,0.0
quota_lru_k,48,50,45,660612,0,660612,660612,128,660484,660564,0.0,6234316996608,0.0
quota_lru_k,48,50,46,677243,0,677243,677243,126,677117,677195,0.0,6391266803712,0.0
quota_lru_k,48,50,47,671844,0,671844,671844,121,671723,671796,0.0,6340315447296,0.0
permanent_k,64,50,0,750647,415639,335008,335008,64,334944,0,0.5537076681849125,3161532137472,0.5537076681849125
permanent_k,64,50,1,750519,415142,335377,335377,64,335313,0,0.5531398938601154,3165014458368,0.5531398938601155
permanent_k,64,50,2,695582,416546,279036,279036,64,278972,0,0.5988452835179748,2633314074624,0.598845283517975
permanent_k,64,50,3,731407,414379,317028,317028,64,316964,0,0.5665504978760115,2991851569152,0.5665504978760116
permanent_k,64,50,4,707788,413161,294627,294627,64,294563,0,0.5837355253267927,2780449210368,0.5837355253267928
permanent_k,64,50,5,713851,413974,299877,299877,64,299813,0,0.5799165372045427,2829994426368,0.5799165372045427
permanent_k,64,50,6,711032,412781,298251,298251,64,298187,0,0.5805378660876023,2814649565184,0.5805378660876023
permanent_k,64,50,7,710291,414322,295969,295969,64,295905,0,0.583313036487862,2793113911296,0.583313036487862
permanent_k,64,50,8,731917,413880,318037,318037,64,317973,0,0.5654739540139114,3001373687808,0.5654739540139114
permanent_k,64,50,9,716962,412987,303975,303975,64,303911,0,0.5760235549443345,2868668006400,0.5760235549443345
permanent_k,64,50,10,715058,413243,301815,301815,64,301751,0,0.5779153579150222,2848283688960,0.5779153579150222
permanent_k,64,50,11,723738,413030,310708,310708,64,310644,0,0.5706899458091188,2932208566272,0.5706899458091188
permanent_k,64,50,12,702847,410094,292753,292753,64,292689,0,0.5834754932439066,2762763927552,0.5834754932439066
permanent_k,64,50,13,691573,412240,279333,279333,64,279269,0,0.5960903621165083,2636116918272,0.5960903621165083
permanent_k,64,50,14,696640,414168,282472,282472,64,282408,0,0.594522278364722,2665740238848,0.5945222783647222
permanent_k,64,50,15,710387,410580,299807,299807,64,299743,0,0.57796665761057,2829333823488,0.57796665761057
permanent_k,64,50,16,677709,415536,262173,262173,64,262109,0,0.6131481210962227,2474174840832,0.6131481210962227
permanent_k,64,50,17,668368,413489,254879,254879,64,254815,0,0.6186546932228951,2405340020736,0.6186546932228951
permanent_k,64,50,18,696935,410800,286135,286135,64,286071,0,0.5894380394154405,2700308643840,0.5894380394154405
permanent_k,64,50,19,706924,413588,293336,293336,64,293272,0,0.5850529901375536,2768265805824,0.5850529901375536
permanent_k,64,50,20,716192,412896,303296,303296,64,303232,0,0.5765157946472454,2862260158464,0.5765157946472454
permanent_k,64,50,21,701005,413100,287905,287905,64,287841,0,0.5892967953152973,2717012459520,0.5892967953152973
permanent_k,64,50,22,710745,412802,297943,297943,64,297879,0,0.580801834694581,2811742912512,0.580801834694581
permanent_k,64,50,23,710831,412784,298047,298047,64,297983,0,0.5807062438188543,2812724379648,0.5807062438188543
permanent_k,64,50,24,702926,410095,292831,292831,64,292767,0,0.5834113405963074,2763500027904,0.5834113405963075
permanent_k,64,50,25,690120,410749,279371,279371,64,279307,0,0.5951848953805136,2636475531264,0.5951848953805136
permanent_k,64,50,26,705241,411151,294090,294090,64,294026,0,0.5829936149486488,2775381442560,0.5829936149486488
permanent_k,64,50,27,714223,410501,303722,303722,64,303658,0,0.5747518632135902,2866280398848,0.5747518632135902
permanent_k,64,50,28,683455,415403,268052,268052,64,267988,0,0.6077986114667389,2529656045568,0.6077986114667389
permanent_k,64,50,29,698769,416587,282182,282182,64,282118,0,0.5961726979874608,2663003455488,0.5961726979874609
permanent_k,64,50,30,698061,411190,286871,286871,64,286807,0,0.5890459429763302,2707254411264,0.5890459429763302
permanent_k,64,50,31,707311,413133,294178,294178,64,294114,0,0.5840896013210596,2776211914752,0.5840896013210597
permanent_k,64,50,32,723102,413694,309408,309408,64,309344,0,0.5721101587327929,2919940227072,0.5721101587327928
permanent_k,64,50,33,711496,414465,297031,297031,64,296967,0,0.5825261139908025,2803136200704,0.5825261139908025
permanent_k,64,50,34,709443,414432,295011,295011,64,294947,0,0.5841653240640897,2784073089024,0.5841653240640897
permanent_k,64,50,35,717922,415353,302569,302569,64,302505,0,0.5785489231420684,2855399325696,0.5785489231420684
permanent_k,64,50,36,707052,412778,294274,294274,64,294210,0,0.583801474290434,2777117884416,0.583801474290434
permanent_k,64,50,37,693096,416042,277054,277054,64,276990,0,0.6002660526103166,2614609575936,0.6002660526103166
permanent_k,64,50,38,703325,414229,289096,289096,64,289032,0,0.5889581630114101,2728252145664,0.58895816301141
permanent_k,64,50,39,708552,414583,293969,293969,64,293905,0,0.5851130192279466,2774239543296,0.5851130192279466
permanent_k,64,50,40,690803,415301,275502,275502,64,275438,0,0.6011858663034179,2599963066368,0.601185866303418
permanent_k,64,50,41,672413,418656,253757,253757,64,253693,0,0.6226173497537971,2394751500288,0.6226173497537971
permanent_k,64,50,42,663643,417710,245933,245933,63,245870,0,0.6294197331999283,2320914972672,0.6294197331999283
permanent_k,64,50,43,663285,416542,246743,246743,61,246682,0,0.6279985225054087,2328559091712,0.6279985225054087
permanent_k,64,50,44,668264,415809,252455,252455,62,252393,0,0.6222226545197707,2382464286720,0.6222226545197707
permanent_k,64,50,45,660612,415683,244929,244929,64,244865,0,0.62923925087646,2311440039936,0.6292392508764599
permanent_k,64,50,46,677243,416074,261169,261169,62,261107,0,0.6143644157267037,2464699908096,0.6143644157267036
permanent_k,64,50,47,671844,416324,255520,255520,57,255463,0,0.6196736147081763,2411389255680,0.6196736147081763
quota_lru_k,64,50,0,750647,101,750546,750546,128,750418,750482,0.00013455059435393734,7083040702464,0.000134550594353966
quota_lru_k,64,50,1,750519,601,749918,749918,128,749790,749854,0.0008007791941309946,7077114150912,0.0008007791941310183
quota_lru_k,64,50,2,695582,103,695479,695479,128,695351,695415,0.0001480774373114888,6563363291136,0.00014807743731148904
quota_lru_k,64,50,3,731407,753,730654,730654,128,730526,730590,0.001029522550372091,6895316238336,0.0010295225503721417
quota_lru_k,64,50,4,707788,781,707007,707007,128,706879,706943,0.001103437752547373,6672155148288,0.0011034377525473982
quota_lru_k,64,50,5,713851,311,713540,713540,128,713412,713476,0.0004356651458077386,6733808271360,0.00043566514580772875
quota_lru_k,64,50,6,711032,618,710414,710414,128,710286,710350,0.000869159193960328,6704307634176,0.000869159193960356
quota_lru_k,64,50,7,710291,402,709889,709889,128,709761,709825,0.0005659652170730025,6699353112576,0.0005659652170729723
quota_lru_k,64,50,8,731917,420,731497,731497,128,731369,731433,0.0005738355578569701,6903271784448,0.0005738355578569498
quota_lru_k,64,50,9,716962,746,716216,716216,128,716088,716152,0.0010405014491702488,6759062175744,0.001040501449170228
quota_lru_k,64,50,10,715058,562,714496,714496,128,714368,714432,0.0007859502306106637,6742830219264,0.0007859502306106769
quota_lru_k,64,50,11,723738,1068,722670,722670,128,722542,722606,0.001475672135496547,6819969761280,0.0014756721354965974
quota_lru_k,64,50,12,702847,1242,701605,701605,128,701477,701541,0.0017670986715458698,6621175480320,0.001767098671545897
quota_lru_k,64,50,13,691573,1076,690497,690497,128,690369,690433,0.0015558733495957765,6516347240448,0.0015558733495957267
quota_lru_k,64,50,14,696640,621,696019,696019,128,695891,695955,0.0008914216812126779,6568459370496,0.0008914216812127007
quota_lru_k,64,50,15,710387,672,709715,709715,128,709587,709651,0.000945963256647433,6697711042560,0.0009459632566474196
quota_lru_k,64,50,16,677709,307,677402,677402,128,677274,677338,0.0004529967877068181,6392767315968,0.0004529967877068275
quota_lru_k,64,50,17,668368,410,667958,667958,128,667830,667894,0.0006134345151174203,6303642550272,0.000613434515117417
quota_lru_k,64,50,18,696935,618,696317,696317,128,696189,696253,0.0008867397963942117,6571271651328,0.0008867397963941981
quota_lru_k,64,50,19,706924,440,706484,706484,128,706356,706420,0.0006224148564767924,6667219501056,0.0006224148564767384
quota_lru_k,64,50,20,716192,740,715452,715452,128,715324,715388,0.0010332424824628032,6751852167168,0.0010332424824628372
quota_lru_k,64,50,21,701005,1100,699905,699905,128,699777,699841,0.0015691756834829995,6605132267520,0.0015691756834830262
quota_lru_k,64,50,22,710745,1042,709703,709703,128,709575,709639,0.001466067295584211,6697597796352,0.0014660672955841836
quota_lru_k,64,50,23,710831,976,709855,709855,128,709727,709791,0.001373040849372073,6699032248320,0.0013730408493720647
quota_lru_k,64,50,24,702926,1292,701634,701634,128,701506,701570,0.001838031314818345,6621449158656,0.0018380313148183003
quota_lru_k,64,50,25,690120,1089,689031,689031,128,688903,688967,0.0015779864371413667,6502512328704,0.0015779864371413543
quota_lru_k,64,50,26,705241,521,704720,704720,128,704592,704656,0.0007387545534079839,6650572308480,0.0007387545534079942
quota_lru_k,64,50,27,714223,708,713515,713515,128,713387,713451,0.0009912870350016732,6733572341760,0.00099128703500162
quota_lru_k,64,50,28,683455,396,683059,683059,128,682931,682995,0.000579409032050391,6446153465856,0.0005794090320503376
quota_lru_k,64,50,29,698769,238,698531,698531,128,698403,698467,0.00034059896761304525,6592165576704,0.0003405989676130705
quota_lru_k,64,50,30,698061,302,697759,697759,128,697631,697695,0.00043262694807473843,6584880070656,0.00043262694807477686
