policy,k,batch_size,layer_id,accesses,hits,misses,fetches,compulsory_loads,refetches,evictions,hit_rate,h2d_bytes,h2d_reduction_vs_stream2
permanent_k,4,50,31,707311,26581,680730,680730,124,680606,0,0.0375803571554804,6424174264320,0.03758035715548036
permanent_k,4,50,32,723102,26563,696539,696539,124,696415,0,0.03673478983601207,6573366706176,0.03673478983601208
permanent_k,4,50,33,711496,26599,684897,684897,124,684773,0,0.037384609330200026,6463499010048,0.03738460933020005
permanent_k,4,50,34,709443,26488,682955,682955,124,682831,0,0.03733633286958924,6445171998720,0.03733633286958926
permanent_k,4,50,35,717922,26349,691573,691573,124,691449,0,0.03670175868687685,6526501650432,0.03670175868687686
permanent_k,4,50,36,707052,26603,680449,680449,124,680325,0,0.03762523831344795,6421522415616,0.037625238313447995
permanent_k,4,50,37,693096,26601,666495,666495,124,666371,0,0.03837996468021746,6289835950080,0.03837996468021743
permanent_k,4,50,38,703325,26596,676729,676729,124,676605,0,0.03781466605054562,6386416091136,0.03781466605054562
permanent_k,4,50,39,708552,26585,681967,681967,124,681843,0,0.03752018200499046,6435848060928,0.03752018200499041
permanent_k,4,50,40,690803,26604,664199,664199,124,664075,0,0.03851170304703367,6268168175616,0.03851170304703366
permanent_k,4,50,41,672413,26565,645848,645848,124,645724,0,0.03950696967488731,6094986412032,0.039506969674887316
permanent_k,4,50,42,663643,26582,637061,637061,123,636938,0,0.04005466794647122,6012061876224,0.04005466794647117
permanent_k,4,50,43,663285,26605,636680,636680,121,636559,0,0.040110962859102796,6008466309120,0.04011096285910276
permanent_k,4,50,44,668264,26574,641690,641690,122,641568,0,0.03976572133168927,6055746600960,0.03976572133168932
permanent_k,4,50,45,660612,26525,634087,634087,124,633963,0,0.040152161934690865,5983995691008,0.040152161934690844
permanent_k,4,50,46,677243,26581,650662,650662,122,650540,0,0.039248836828139975,6140417015808,0.039248836828139955
permanent_k,4,50,47,671844,26606,645238,645238,117,645121,0,0.03960145509969576,6089229729792,0.039601455099695815
quota_lru_k,4,50,0,750647,0,750647,750647,128,750519,750643,0.0,7083993858048,0.0
quota_lru_k,4,50,1,750519,0,750519,750519,128,750391,750515,0.0,7082785898496,0.0
quota_lru_k,4,50,2,695582,0,695582,695582,128,695454,695578,0.0,6564335321088,0.0
quota_lru_k,4,50,3,731407,0,731407,731407,128,731279,731403,0.0,6902422437888,0.0
quota_lru_k,4,50,4,707788,0,707788,707788,128,707660,707784,0.0,6679525588992,0.0
quota_lru_k,4,50,5,713851,0,713851,713851,128,713723,713847,0.0,6736743235584,0.0
quota_lru_k,4,50,6,711032,0,711032,711032,128,710904,711028,0.0,6710139813888,0.0
quota_lru_k,4,50,7,710291,0,710291,710291,128,710163,710287,0.0,6703146860544,0.0
quota_lru_k,4,50,8,731917,0,731917,731917,128,731789,731913,0.0,6907235401728,0.0
quota_lru_k,4,50,9,716962,0,716962,716962,128,716834,716958,0.0,6766102315008,0.0
quota_lru_k,4,50,10,715058,0,715058,715058,128,714930,715054,0.0,6748133916672,0.0
quota_lru_k,4,50,11,723738,0,723738,723738,128,723610,723734,0.0,6830048673792,0.0
quota_lru_k,4,50,12,702847,0,702847,702847,128,702719,702843,0.0,6632896462848,0.0
quota_lru_k,4,50,13,691573,0,691573,691573,128,691445,691569,0.0,6526501650432,0.0
quota_lru_k,4,50,14,696640,0,696640,696640,128,696512,696636,0.0,6574319861760,0.0
quota_lru_k,4,50,15,710387,0,710387,710387,128,710259,710383,0.0,6704052830208,0.0
quota_lru_k,4,50,16,677709,0,677709,677709,128,677581,677705,0.0,6395664531456,0.0
quota_lru_k,4,50,17,668368,0,668368,668368,128,668240,668364,0.0,6307511795712,0.0
quota_lru_k,4,50,18,696935,0,696935,696935,128,696807,696931,0.0,6577103831040,0.0
quota_lru_k,4,50,19,706924,0,706924,706924,128,706796,706920,0.0,6671371862016,0.0
quota_lru_k,4,50,20,716192,0,716192,716192,128,716064,716188,0.0,6758835683328,0.0
quota_lru_k,4,50,21,701005,0,701005,701005,128,700877,701001,0.0,6615513169920,0.0
quota_lru_k,4,50,22,710745,0,710745,710745,128,710617,710741,0.0,6707431342080,0.0
quota_lru_k,4,50,23,710831,0,710831,710831,128,710703,710827,0.0,6708242939904,0.0
quota_lru_k,4,50,24,702926,0,702926,702926,128,702798,702922,0.0,6633642000384,0.0
quota_lru_k,4,50,25,690120,0,690120,690120,128,689992,690116,0.0,6512789422080,0.0
quota_lru_k,4,50,26,705241,0,705241,705241,128,705113,705237,0.0,6655489081344,0.0
quota_lru_k,4,50,27,714223,0,714223,714223,128,714095,714219,0.0,6740253868032,0.0
quota_lru_k,4,50,28,683455,0,683455,683455,128,683327,683451,0.0,6449890590720,0.0
quota_lru_k,4,50,29,698769,0,698769,698769,128,698641,698765,0.0,6594411626496,0.0
quota_lru_k,4,50,30,698061,0,698061,698061,128,697933,698057,0.0,6587730100224,0.0
quota_lru_k,4,50,31,707311,0,707311,707311,128,707183,707307,0.0,6675024052224,0.0
quota_lru_k,4,50,32,723102,0,723102,723102,128,722974,723098,0.0,6824046624768,0.0
quota_lru_k,4,50,33,711496,0,711496,711496,128,711368,711492,0.0,6714518667264,0.0
quota_lru_k,4,50,34,709443,0,709443,709443,128,709315,709439,0.0,6695144128512,0.0
quota_lru_k,4,50,35,717922,0,717922,717922,128,717794,717918,0.0,6775162011648,0.0
quota_lru_k,4,50,36,707052,0,707052,707052,128,706924,707048,0.0,6672579821568,0.0
quota_lru_k,4,50,37,693096,0,693096,693096,128,692968,693092,0.0,6540874481664,0.0
quota_lru_k,4,50,38,703325,0,703325,703325,128,703197,703321,0.0,6637407436800,0.0
quota_lru_k,4,50,39,708552,0,708552,708552,128,708424,708548,0.0,6686735597568,0.0
quota_lru_k,4,50,40,690803,0,690803,690803,128,690675,690799,0.0,6519235018752,0.0
quota_lru_k,4,50,41,672413,0,672413,672413,128,672285,672409,0.0,6345685204992,0.0
quota_lru_k,4,50,42,663643,0,663643,663643,127,663516,663639,0.0,6262921101312,0.0
quota_lru_k,4,50,43,663285,0,663285,663285,125,663160,663281,0.0,6259542589440,0.0
quota_lru_k,4,50,44,668264,0,668264,668264,126,668138,668260,0.0,6306530328576,0.0
quota_lru_k,4,50,45,660612,0,660612,660612,128,660484,660608,0.0,6234316996608,0.0
quota_lru_k,4,50,46,677243,0,677243,677243,126,677117,677239,0.0,6391266803712,0.0
quota_lru_k,4,50,47,671844,0,671844,671844,121,671723,671840,0.0,6340315447296,0.0
permanent_k,8,50,0,750647,52944,697703,697703,120,697583,0,0.07053115512351345,6584351588352,0.07053115512351349
permanent_k,8,50,1,750519,52925,697594,697594,120,697474,0,0.07051786830180182,6583322935296,0.07051786830180184
permanent_k,8,50,2,695582,52961,642621,642621,120,642501,0,0.07613911803353163,6064532619264,0.07613911803353168
permanent_k,8,50,3,731407,52925,678482,678482,120,678362,0,0.07236053250789232,6402959474688,0.07236053250789232
permanent_k,8,50,4,707788,53023,654765,654765,120,654645,0,0.07491367471615795,6179137781760,0.07491367471615795
permanent_k,8,50,5,713851,53026,660825,660825,120,660705,0,0.07428160778649887,6236327116800,0.07428160778649884
permanent_k,8,50,6,711032,53039,657993,657993,120,657873,0,0.07459439237615184,6209601011712,0.07459439237615184
permanent_k,8,50,7,710291,52989,657302,657302,120,657182,0,0.074601818128063,6203079917568,0.07460181812806299
permanent_k,8,50,8,731917,52809,679108,679108,120,678988,0,0.07215162374968746,6408867151872,0.07215162374968742
permanent_k,8,50,9,716962,53066,663896,663896,120,663776,0,0.07401508029714267,6265308708864,0.07401508029714265
permanent_k,8,50,10,715058,53009,662049,662049,120,661929,0,0.0741324479972254,6247878230016,0.0741324479972254
permanent_k,8,50,11,723738,53011,670727,670727,120,670607,0,0.07324611945206691,6329774112768,0.07324611945206694
permanent_k,8,50,12,702847,53026,649821,649821,120,649701,0,0.07544458466778688,6132480344064,0.07544458466778692
permanent_k,8,50,13,691573,53082,638491,638491,120,638371,0,0.07675545459409201,6025557049344,0.07675545459409205
permanent_k,8,50,14,696640,53119,643521,643521,120,643401,0,0.0762502870923289,6073026084864,0.07625028709232884
permanent_k,8,50,15,710387,53038,657349,657349,120,657229,0,0.0746607131042657,6203523465216,0.0746607131042657
permanent_k,8,50,16,677709,52995,624714,624714,120,624594,0,0.07819727936326654,5895540965376,0.07819727936326648
permanent_k,8,50,17,668368,53157,615211,615211,120,615091,0,0.07953253297584564,5805859405824,0.07953253297584562
permanent_k,8,50,18,696935,53180,643755,643755,120,643635,0,0.07630553781916534,6075234385920,0.07630553781916538
permanent_k,8,50,19,706924,53003,653921,653921,120,653801,0,0.07497694235872597,6171172798464,0.07497694235872598
permanent_k,8,50,20,716192,53128,663064,663064,120,662944,0,0.07418122514632948,6257456971776,0.07418122514632952
permanent_k,8,50,21,701005,53065,647940,647940,120,647820,0,0.0756984614945685,6114729000960,0.07569846149456849
permanent_k,8,50,22,710745,52959,657786,657786,120,657666,0,0.07451195576472575,6207647514624,0.07451195576472569
permanent_k,8,50,23,710831,52821,658010,658010,120,657890,0,0.07430880195151872,6209761443840,0.07430880195151868
permanent_k,8,50,24,702926,53106,649820,649820,120,649700,0,0.075549915638346,6132470906880,0.07554991563834601
permanent_k,8,50,25,690120,53124,636996,636996,120,636876,0,0.07697791688402017,6011448459264,0.07697791688402023
permanent_k,8,50,26,705241,53184,652057,652057,120,651937,0,0.07541251855748603,6153581887488,0.07541251855748599
permanent_k,8,50,27,714223,53150,661073,661073,120,660953,0,0.07441653377166516,6238667538432,0.07441653377166513
permanent_k,8,50,28,683455,52940,630515,630515,120,630395,0,0.07745937918370631,5950286069760,0.07745937918370627
permanent_k,8,50,29,698769,52989,645780,645780,120,645660,0,0.07583192728927586,6094344683520,0.0758319272892759
permanent_k,8,50,30,698061,53173,644888,644888,120,644768,0,0.07617242619198036,6085926715392,0.07617242619198039
permanent_k,8,50,31,707311,53156,654155,654155,120,654035,0,0.07515223147950477,6173381099520,0.07515223147950478
permanent_k,8,50,32,723102,52927,670175,670175,120,670055,0,0.07319437645034864,6324564787200,0.07319437645034865
permanent_k,8,50,33,711496,53096,658400,658400,120,658280,0,0.07462585875394942,6213441945600,0.07462585875394945
permanent_k,8,50,34,709443,52965,656478,656478,120,656358,0,0.0746571606175549,6195303677952,0.0746571606175549
permanent_k,8,50,35,717922,52812,665110,665110,120,664990,0,0.07356230899735626,6276765450240,0.07356230899735627
permanent_k,8,50,36,707052,53092,653960,653960,120,653840,0,0.07508924378970712,6171540848640,0.07508924378970716
permanent_k,8,50,37,693096,53098,639998,639998,120,639878,0,0.07660987799669887,6039778885632,0.07660987799669883
permanent_k,8,50,38,703325,53102,650223,650223,120,650103,0,0.07550136849962677,6136274092032,0.07550136849962674
permanent_k,8,50,39,708552,52987,655565,655565,120,655445,0,0.07478209079926385,6186687528960,0.0747820907992639
permanent_k,8,50,40,690803,53109,637694,637694,120,637574,0,0.07688009461452831,6018035613696,0.07688009461452827
permanent_k,8,50,41,672413,52987,619426,619426,120,619306,0,0.07880127243227004,5845637136384,0.07880127243227009
permanent_k,8,50,42,663643,53134,610509,610509,119,610390,0,0.08006413086554066,5761485766656,0.08006413086554065
permanent_k,8,50,43,663285,53179,610106,610106,117,609989,0,0.08017518864439871,5757682581504,0.08017518864439876
permanent_k,8,50,44,668264,53162,615102,615102,118,614984,0,0.07955239246764752,5804830752768,0.07955239246764756
permanent_k,8,50,45,660612,53090,607522,607522,120,607402,0,0.08036487378370359,5733296898048,0.0803648737837036
permanent_k,8,50,46,677243,53053,624190,624190,118,624072,0,0.07833672699459426,5890595880960,0.07833672699459426
permanent_k,8,50,47,671844,53186,618658,618658,113,618545,0,0.07916421073939783,5838389379072,0.07916421073939783
quota_lru_k,8,50,0,750647,0,750647,750647,128,750519,750639,0.0,7083993858048,0.0
quota_lru_k,8,50,1,750519,0,750519,750519,128,750391,750511,0.0,7082785898496,0.0
quota_lru_k,8,50,2,695582,0,695582,695582,128,695454,695574,0.0,6564335321088,0.0
quota_lru_k,8,50,3,731407,0,731407,731407,128,731279,731399,0.0,6902422437888,0.0
quota_lru_k,8,50,4,707788,0,707788,707788,128,707660,707780,0.0,6679525588992,0.0
quota_lru_k,8,50,5,713851,0,713851,713851,128,713723,713843,0.0,6736743235584,0.0
quota_lru_k,8,50,6,711032,0,711032,711032,128,710904,711024,0.0,6710139813888,0.0
quota_lru_k,8,50,7,710291,0,710291,710291,128,710163,710283,0.0,6703146860544,0.0
quota_lru_k,8,50,8,731917,0,731917,731917,128,731789,731909,0.0,6907235401728,0.0
quota_lru_k,8,50,9,716962,0,716962,716962,128,716834,716954,0.0,6766102315008,0.0
quota_lru_k,8,50,10,715058,0,715058,715058,128,714930,715050,0.0,6748133916672,0.0
quota_lru_k,8,50,11,723738,0,723738,723738,128,723610,723730,0.0,6830048673792,0.0
quota_lru_k,8,50,12,702847,0,702847,702847,128,702719,702839,0.0,6632896462848,0.0
quota_lru_k,8,50,13,691573,0,691573,691573,128,691445,691565,0.0,6526501650432,0.0
quota_lru_k,8,50,14,696640,0,696640,696640,128,696512,696632,0.0,6574319861760,0.0
quota_lru_k,8,50,15,710387,0,710387,710387,128,710259,710379,0.0,6704052830208,0.0
quota_lru_k,8,50,16,677709,0,677709,677709,128,677581,677701,0.0,6395664531456,0.0
quota_lru_k,8,50,17,668368,0,668368,668368,128,668240,668360,0.0,6307511795712,0.0
quota_lru_k,8,50,18,696935,0,696935,696935,128,696807,696927,0.0,6577103831040,0.0
quota_lru_k,8,50,19,706924,0,706924,706924,128,706796,706916,0.0,6671371862016,0.0
quota_lru_k,8,50,20,716192,0,716192,716192,128,716064,716184,0.0,6758835683328,0.0
quota_lru_k,8,50,21,701005,0,701005,701005,128,700877,700997,0.0,6615513169920,0.0
quota_lru_k,8,50,22,710745,0,710745,710745,128,710617,710737,0.0,6707431342080,0.0
quota_lru_k,8,50,23,710831,0,710831,710831,128,710703,710823,0.0,6708242939904,0.0
quota_lru_k,8,50,24,702926,0,702926,702926,128,702798,702918,0.0,6633642000384,0.0
quota_lru_k,8,50,25,690120,0,690120,690120,128,689992,690112,0.0,6512789422080,0.0
quota_lru_k,8,50,26,705241,0,705241,705241,128,705113,705233,0.0,6655489081344,0.0
quota_lru_k,8,50,27,714223,0,714223,714223,128,714095,714215,0.0,6740253868032,0.0
quota_lru_k,8,50,28,683455,0,683455,683455,128,683327,683447,0.0,6449890590720,0.0
quota_lru_k,8,50,29,698769,0,698769,698769,128,698641,698761,0.0,6594411626496,0.0
quota_lru_k,8,50,30,698061,0,698061,698061,128,697933,698053,0.0,6587730100224,0.0
quota_lru_k,8,50,31,707311,0,707311,707311,128,707183,707303,0.0,6675024052224,0.0
quota_lru_k,8,50,32,723102,0,723102,723102,128,722974,723094,0.0,6824046624768,0.0
quota_lru_k,8,50,33,711496,0,711496,711496,128,711368,711488,0.0,6714518667264,0.0
quota_lru_k,8,50,34,709443,0,709443,709443,128,709315,709435,0.0,6695144128512,0.0
quota_lru_k,8,50,35,717922,0,717922,717922,128,717794,717914,0.0,6775162011648,0.0
quota_lru_k,8,50,36,707052,0,707052,707052,128,706924,707044,0.0,6672579821568,0.0
quota_lru_k,8,50,37,693096,0,693096,693096,128,692968,693088,0.0,6540874481664,0.0
quota_lru_k,8,50,38,703325,0,703325,703325,128,703197,703317,0.0,6637407436800,0.0
quota_lru_k,8,50,39,708552,0,708552,708552,128,708424,708544,0.0,6686735597568,0.0
quota_lru_k,8,50,40,690803,0,690803,690803,128,690675,690795,0.0,6519235018752,0.0
quota_lru_k,8,50,41,672413,0,672413,672413,128,672285,672405,0.0,6345685204992,0.0
quota_lru_k,8,50,42,663643,0,663643,663643,127,663516,663635,0.0,6262921101312,0.0
quota_lru_k,8,50,43,663285,0,663285,663285,125,663160,663277,0.0,6259542589440,0.0
quota_lru_k,8,50,44,668264,0,668264,668264,126,668138,668256,0.0,6306530328576,0.0
quota_lru_k,8,50,45,660612,0,660612,660612,128,660484,660604,0.0,6234316996608,0.0
quota_lru_k,8,50,46,677243,0,677243,677243,126,677117,677235,0.0,6391266803712,0.0
quota_lru_k,8,50,47,671844,0,671844,671844,121,671723,671836,0.0,6340315447296,0.0
permanent_k,16,50,0,750647,105647,645000,645000,112,644888,0,0.14074125387832098,6086983680000,0.14074125387832093
permanent_k,16,50,1,750519,105696,644823,644823,112,644711,0,0.14083054526267821,6085313298432,0.14083054526267824
permanent_k,16,50,2,695582,105889,589693,589693,112,589581,0,0.1522307937813227,5565041344512,0.15223079378132265
permanent_k,16,50,3,731407,105638,625769,625769,112,625657,0,0.1444312127174063,5905497194496,0.14443121271740633
permanent_k,16,50,4,707788,105856,601932,601932,112,601820,0,0.14955890746946826,5680543039488,0.1495589074694682
permanent_k,16,50,5,713851,105857,607994,607994,112,607882,0,0.1482900493240186,5737751248896,0.14829004932401857
permanent_k,16,50,6,711032,105900,605132,605132,112,605020,0,0.1489384444019397,5710742028288,0.1489384444019397
permanent_k,16,50,7,710291,105859,604432,604432,112,604320,0,0.149036099288883,5704135999488,0.14903609928888306
permanent_k,16,50,8,731917,105561,626356,626356,112,626244,0,0.14422536981652292,5911036821504,0.1442253698165229
permanent_k,16,50,9,716962,105912,611050,611050,112,610938,0,0.14772331030096433,5766591283200,0.1477233103009643
permanent_k,16,50,10,715058,105638,609420,609420,112,609308,0,0.14773347057161795,5751208673280,0.147733470571618
permanent_k,16,50,11,723738,105571,618167,618167,112,618055,0,0.14586908522144754,5833755721728,0.1458690852214476
permanent_k,16,50,12,702847,105796,597051,597051,112,596939,0,0.15052493643709086,5634480144384,0.15052493643709086
permanent_k,16,50,13,691573,105646,585927,585927,112,585815,0,0.15276189209237492,5529500909568,0.1527618920923749
permanent_k,16,50,14,696640,105893,590747,590747,112,590635,0,0.1520053399173174,5574988136448,0.15200533991731746
permanent_k,16,50,15,710387,105951,604436,604436,112,604324,0,0.14914546578132765,5704173748224,0.1491454657813276
permanent_k,16,50,16,677709,105979,571730,571730,112,571618,0,0.1563783275712732,5395521208320,0.15637832757127323
permanent_k,16,50,17,668368,106035,562333,562333,112,562221,0,0.1586476312450626,5306839990272,0.15864763124506265
permanent_k,16,50,18,696935,106026,590909,590909,112,590797,0,0.15213183438914676,5576516960256,0.1521318343891468
permanent_k,16,50,19,706924,105982,600942,600942,112,600830,0,0.14991993481618957,5671200227328,0.1499199348161896
permanent_k,16,50,20,716192,105922,610270,610270,112,610158,0,0.14789609490192573,5759230279680,0.1478960949019258
permanent_k,16,50,21,701005,106046,594959,594959,112,594847,0,0.15127709502785286,5614737555456,0.15127709502785291
permanent_k,16,50,22,710745,105829,604916,604916,112,604804,0,0.1488986908103469,5708703596544,0.1488986908103469
permanent_k,16,50,23,710831,105589,605242,605242,112,605130,0,0.14854304328314324,5711780118528,0.14854304328314327
permanent_k,16,50,24,702926,106043,596883,596883,112,596771,0,0.1508594076759147,5632894697472,0.15085940767591466
permanent_k,16,50,25,690120,106097,584023,584023,112,583911,0,0.1537370312409436,5511532511232,0.15373703124094362
permanent_k,16,50,26,705241,106057,599184,599184,112,599072,0,0.15038405311092237,5654609657856,0.1503840531109224
permanent_k,16,50,27,714223,106052,608171,608171,112,608059,0,0.14848583705649357,5739421630464,0.14848583705649354
permanent_k,16,50,28,683455,105762,577693,577693,112,577581,0,0.15474610618109458,5451795136512,0.15474610618109463
permanent_k,16,50,29,698769,105604,593165,593165,112,593053,0,0.15112862762944548,5597807247360,0.15112862762944546
permanent_k,16,50,30,698061,105886,592175,592175,112,592063,0,0.15168588418490647,5588464435200,0.15168588418490647
permanent_k,16,50,31,707311,106061,601250,601250,112,601138,0,0.14994959784309872,5674106880000,0.1499495978430987
permanent_k,16,50,32,723102,105792,617310,617310,112,617198,0,0.14630301119344158,5825668055040,0.14630301119344158
permanent_k,16,50,33,711496,106016,605480,605480,112,605368,0,0.14900435139480755,5714026168320,0.1490043513948076
permanent_k,16,50,34,709443,105774,603669,603669,112,603557,0,0.14909443041935716,5696935428096,0.1490944304193571
permanent_k,16,50,35,717922,105664,612258,612258,112,612146,0,0.14718033435387132,5777991401472,0.14718033435387134
permanent_k,16,50,36,707052,105772,601280,601280,112,601168,0,0.14959578644852148,5674389995520,0.14959578644852145
permanent_k,16,50,37,693096,106036,587060,587060,112,586948,0,0.15298890774149612,5540193239040,0.1529889077414961
permanent_k,16,50,38,703325,105987,597338,597338,112,597226,0,0.15069420253794477,5637188616192,0.15069420253794474
permanent_k,16,50,39,708552,105862,602690,602690,112,602578,0,0.14940611274825277,5687696424960,0.14940611274825277
permanent_k,16,50,40,690803,105933,584870,584870,112,584758,0,0.1533476258788685,5519525806080,0.15334762587886852
permanent_k,16,50,41,672413,105994,566419,566419,112,566307,0,0.15763228848936592,5345400324096,0.15763228848936595
permanent_k,16,50,42,663643,106126,557517,557517,111,557406,0,0.1599142912680462,5261390512128,0.15991429126804624
permanent_k,16,50,43,663285,106137,557148,557148,109,557039,0,0.1600171871819806,5257908191232,0.16001718718198055
permanent_k,16,50,44,668264,106214,562050,562050,110,561940,0,0.15894017933032453,5304169267200,0.15894017933032456
permanent_k,16,50,45,660612,106151,554461,554461,112,554349,0,0.16068584887952383,5232550477824,0.16068584887952386
permanent_k,16,50,46,677243,106058,571185,571185,110,571075,0,0.1566025783950517,5390377943040,0.15660257839505165
permanent_k,16,50,47,671844,106303,565541,565541,105,565436,0,0.1582257190657355,5337114476544,0.15822571906573546
quota_lru_k,16,50,0,750647,0,750647,750647,128,750519,750631,0.0,7083993858048,0.0
quota_lru_k,16,50,1,750519,0,750519,750519,128,750391,750503,0.0,7082785898496,0.0
quota_lru_k,16,50,2,695582,0,695582,695582,128,695454,695566,0.0,6564335321088,0.0
quota_lru_k,16,50,3,731407,0,731407,731407,128,731279,731391,0.0,6902422437888,0.0
quota_lru_k,16,50,4,707788,0,707788,707788,128,707660,707772,0.0,6679525588992,0.0
quota_lru_k,16,50,5,713851,0,713851,713851,128,713723,713835,0.0,6736743235584,0.0
quota_lru_k,16,50,6,711032,0,711032,711032,128,710904,711016,0.0,6710139813888,0.0
quota_lru_k,16,50,7,710291,0,710291,710291,128,710163,710275,0.0,6703146860544,0.0
quota_lru_k,16,50,8,731917,0,731917,731917,128,731789,731901,0.0,6907235401728,0.0
quota_lru_k,16,50,9,716962,0,716962,716962,128,716834,716946,0.0,6766102315008,0.0
quota_lru_k,16,50,10,715058,0,715058,715058,128,714930,715042,0.0,6748133916672,0.0
quota_lru_k,16,50,11,723738,0,723738,723738,128,723610,723722,0.0,6830048673792,0.0
quota_lru_k,16,50,12,702847,0,702847,702847,128,702719,702831,0.0,6632896462848,0.0
quota_lru_k,16,50,13,691573,0,691573,691573,128,691445,691557,0.0,6526501650432,0.0
quota_lru_k,16,50,14,696640,0,696640,696640,128,696512,696624,0.0,6574319861760,0.0
quota_lru_k,16,50,15,710387,0,710387,710387,128,710259,710371,0.0,6704052830208,0.0
quota_lru_k,16,50,16,677709,0,677709,677709,128,677581,677693,0.0,6395664531456,0.0
quota_lru_k,16,50,17,668368,0,668368,668368,128,668240,668352,0.0,6307511795712,0.0
quota_lru_k,16,50,18,696935,0,696935,696935,128,696807,696919,0.0,6577103831040,0.0
quota_lru_k,16,50,19,706924,0,706924,706924,128,706796,706908,0.0,6671371862016,0.0
quota_lru_k,16,50,20,716192,0,716192,716192,128,716064,716176,0.0,6758835683328,0.0
quota_lru_k,16,50,21,701005,0,701005,701005,128,700877,700989,0.0,6615513169920,0.0
quota_lru_k,16,50,22,710745,0,710745,710745,128,710617,710729,0.0,6707431342080,0.0
quota_lru_k,16,50,23,710831,0,710831,710831,128,710703,710815,0.0,6708242939904,0.0
quota_lru_k,16,50,24,702926,0,702926,702926,128,702798,702910,0.0,6633642000384,0.0
quota_lru_k,16,50,25,690120,0,690120,690120,128,689992,690104,0.0,6512789422080,0.0
quota_lru_k,16,50,26,705241,0,705241,705241,128,705113,705225,0.0,6655489081344,0.0
quota_lru_k,16,50,27,714223,0,714223,714223,128,714095,714207,0.0,6740253868032,0.0
quota_lru_k,16,50,28,683455,0,683455,683455,128,683327,683439,0.0,6449890590720,0.0
quota_lru_k,16,50,29,698769,0,698769,698769,128,698641,698753,0.0,6594411626496,0.0
quota_lru_k,16,50,30,698061,0,698061,698061,128,697933,698045,0.0,6587730100224,0.0
quota_lru_k,16,50,31,707311,0,707311,707311,128,707183,707295,0.0,6675024052224,0.0
quota_lru_k,16,50,32,723102,0,723102,723102,128,722974,723086,0.0,6824046624768,0.0
quota_lru_k,16,50,33,711496,0,711496,711496,128,711368,711480,0.0,6714518667264,0.0
quota_lru_k,16,50,34,709443,0,709443,709443,128,709315,709427,0.0,6695144128512,0.0
quota_lru_k,16,50,35,717922,0,717922,717922,128,717794,717906,0.0,6775162011648,0.0
quota_lru_k,16,50,36,707052,0,707052,707052,128,706924,707036,0.0,6672579821568,0.0
quota_lru_k,16,50,37,693096,0,693096,693096,128,692968,693080,0.0,6540874481664,0.0
quota_lru_k,16,50,38,703325,0,703325,703325,128,703197,703309,0.0,6637407436800,0.0
quota_lru_k,16,50,39,708552,0,708552,708552,128,708424,708536,0.0,6686735597568,0.0
quota_lru_k,16,50,40,690803,0,690803,690803,128,690675,690787,0.0,6519235018752,0.0
quota_lru_k,16,50,41,672413,0,672413,672413,128,672285,672397,0.0,6345685204992,0.0
quota_lru_k,16,50,42,663643,0,663643,663643,127,663516,663627,0.0,6262921101312,0.0
quota_lru_k,16,50,43,663285,0,663285,663285,125,663160,663269,0.0,6259542589440,0.0
quota_lru_k,16,50,44,668264,0,668264,668264,126,668138,668248,0.0,6306530328576,0.0
quota_lru_k,16,50,45,660612,0,660612,660612,128,660484,660596,0.0,6234316996608,0.0
quota_lru_k,16,50,46,677243,0,677243,677243,126,677117,677227,0.0,6391266803712,0.0
quota_lru_k,16,50,47,671844,0,671844,671844,121,671723,671828,0.0,6340315447296,0.0
permanent_k,32,50,0,750647,210015,540632,540632,96,540536,0,0.27977864428952626,5102043660288,0.27977864428952626
permanent_k,32,50,1,750519,210445,540074,540074,96,539978,0,0.28039929701979566,5096777711616,0.2803992970197956
permanent_k,32,50,2,695582,210751,484831,484831,96,484735,0,0.3029851261245978,4575439355904,0.3029851261245978
permanent_k,32,50,3,731407,210131,521276,521276,96,521180,0,0.2872969495780051,4919377526784,0.2872969495780051
permanent_k,32,50,4,707788,210737,497051,497051,96,496955,0,0.29774028381379736,4690761744384,0.29774028381379736
permanent_k,32,50,5,713851,210667,503184,503184,96,503088,0,0.2951134060189031,4748639993856,0.2951134060189031
permanent_k,32,50,6,711032,210826,500206,500206,96,500110,0,0.29650704890919116,4720536059904,0.2965070489091911
permanent_k,32,50,7,710291,210470,499821,499821,96,499725,0,0.2963151722322259,4716902744064,0.2963151722322259
permanent_k,32,50,8,731917,210228,521689,521689,96,521593,0,0.28722928965989314,4923275083776,0.28722928965989314
permanent_k,32,50,9,716962,210452,506510,506510,96,506414,0,0.2935329905908542,4780028067840,0.29353299059085414
permanent_k,32,50,10,715058,209743,505315,505315,96,505219,0,0.2933230591084919,4768750632960,0.2933230591084919
permanent_k,32,50,11,723738,209330,514408,514408,96,514312,0,0.2892345019882886,4854562947072,0.2892345019882886
permanent_k,32,50,12,702847,209851,492996,492996,96,492900,0,0.29857280460754615,4652493963264,0.2985728046075462
permanent_k,32,50,13,691573,210831,480742,480742,96,480646,0,0.3048571878890587,4536850710528,0.3048571878890587
permanent_k,32,50,14,696640,211272,485368,485368,96,485272,0,0.30327285254937986,4580507123712,0.30327285254937986
permanent_k,32,50,15,710387,210994,499393,499393,96,499297,0,0.29701275501944713,4712863629312,0.29701275501944713
permanent_k,32,50,16,677709,211204,466505,466505,96,466409,0,0.31164408322746195,4402493521920,0.31164408322746195
