policy,k,batch_size,layer_id,accesses,hits,misses,fetches,compulsory_loads,refetches,evictions,admissions,bypasses,hit_rate,h2d_bytes,h2d_reduction_vs_stream2
quota_lru_random_order_seed733,8,40,4,783878,2528,781350,781350,128,781222,781342,781350,0,0.003224991644107884,7373743718400,0.003224991644107833
quota_lru_random_order_seed733,8,40,5,789848,2547,787301,787301,128,787173,787293,787301,0,0.0032246710759538545,7429904400384,0.003224671075953811
quota_lru_random_order_seed733,8,40,6,785541,2559,782982,782982,128,782854,782974,782982,0,0.0032576275458569316,7389145202688,0.0032576275458569004
quota_lru_random_order_seed733,8,40,7,785500,2517,782983,782983,128,782855,782975,782983,0,0.003204328453214513,7389154639872,0.0032043284532145
quota_lru_random_order_seed733,8,40,8,811106,2473,808633,808633,128,808505,808625,808633,0,0.0030489233219825767,7631218409472,0.0030489233219825884
quota_lru_random_order_seed733,8,40,9,792899,2540,790359,790359,128,790231,790351,790359,0,0.0032034344853505933,7458763309056,0.0032034344853505425
quota_lru_random_order_seed733,8,40,10,790926,2509,788417,788417,128,788289,788409,788417,0,0.003172231030463027,7440436297728,0.0031722310304630463
quota_lru_random_order_seed733,8,40,11,802109,2477,799632,799632,128,799504,799624,799632,0,0.0030881089727206653,7546274316288,0.0030881089727207156
quota_lru_random_order_seed733,8,40,12,775408,2576,772832,772832,128,772704,772824,772832,0,0.003322122031240328,7293357785088,0.003322122031240382
quota_lru_random_order_seed733,8,40,13,765542,2480,763062,763062,128,762934,763054,763062,0,0.00323953486549399,7201156497408,0.003239534865493998
quota_lru_random_order_seed733,8,40,14,769261,2494,766767,766767,128,766639,766759,766767,0,0.003242072586547349,7236121264128,0.0032420725865472955
quota_lru_random_order_seed733,8,40,15,783090,2485,780605,780605,128,780477,780597,780605,0,0.0031733261821757395,7366713016320,0.0031733261821756953
quota_lru_random_order_seed733,8,40,16,751494,2658,748836,748836,128,748708,748828,748836,0,0.003536954386861372,7066903117824,0.003536954386861413
quota_lru_random_order_seed733,8,40,17,735616,2615,733001,733001,128,732873,732993,733001,0,0.0035548438315642942,6917465309184,0.003554843831564347
quota_lru_random_order_seed733,8,40,18,768731,2570,766161,766161,128,766033,766153,766161,0,0.0033431720588866587,7230402330624,0.0033431720588866787
quota_lru_random_order_seed733,8,40,19,780563,2532,778031,778031,128,777903,778023,778031,0,0.003243812478941482,7342421704704,0.0032438124789414546
quota_lru_random_order_seed733,8,40,20,791661,2468,789193,789193,128,789065,789185,789193,0,0.003117495998918729,7447759552512,0.003117495998918751
quota_lru_random_order_seed733,8,40,21,774079,2471,771608,771608,128,771480,771600,771608,0,0.0031921806430609797,7281806671872,0.0031921806430609267
quota_lru_random_order_seed733,8,40,22,785935,2521,783414,783414,128,783286,783406,783414,0,0.003207644398073632,7393222066176,0.003207644398073639
quota_lru_random_order_seed733,8,40,23,785459,2377,783082,783082,128,782954,783074,783082,0,0.0030262559853537867,7390088921088,0.0030262559853537763
quota_lru_random_order_seed733,8,40,24,776115,2329,773786,773786,128,773658,773778,773786,0,0.003000843947095469,7302360858624,0.003000843947095433
quota_lru_random_order_seed733,8,40,25,761251,2557,758694,758694,128,758566,758686,758694,0,0.003358944684473321,7159934877696,0.003358944684473286
quota_lru_random_order_seed733,8,40,26,778850,2524,776326,776326,128,776198,776318,776326,0,0.0032406753546896064,7326331305984,0.003240675354689637
quota_lru_random_order_seed733,8,40,27,786252,2494,783758,783758,128,783630,783750,783758,0,0.003172011009192981,7396468457472,0.0031720110091929543
quota_lru_random_order_seed733,8,40,28,756158,2601,753557,753557,128,753429,753549,753557,0,0.0034397572994003898,7111456063488,0.003439757299400381
quota_lru_random_order_seed733,8,40,29,771640,2489,769151,769151,128,769023,769143,769151,0,0.0032255974288528328,7258619510784,0.0032255974288528666
quota_lru_random_order_seed733,8,40,30,768942,2528,766414,766414,128,766286,766406,766414,0,0.0032876341778703727,7232789938176,0.003287634177870369
quota_lru_random_order_seed733,8,40,31,779981,2523,777458,777458,128,777330,777450,777458,0,0.0032346941784479367,7337014198272,0.0032346941784479055
quota_lru_random_order_seed733,8,40,32,798364,2481,795883,795883,128,795755,795875,795883,0,0.003107605052332019,7510894313472,0.0031076050523319854
quota_lru_random_order_seed733,8,40,33,785681,2513,783168,783168,128,783040,783160,783168,0,0.003198499136417961,7390900518912,0.0031984991364180093
quota_lru_random_order_seed733,8,40,34,783716,2426,781290,781290,128,781162,781282,781290,0,0.003095509087475565,7373177487360,0.0030955090874755786
quota_lru_random_order_seed733,8,40,35,794747,2493,792254,792254,128,792126,792246,792254,0,0.0031368473237395047,7476646772736,0.0031368473237395333
quota_lru_random_order_seed733,8,40,36,781106,2460,778646,778646,128,778518,778638,778646,0,0.0031493804938126195,7348225572864,0.003149380493812637
quota_lru_random_order_seed733,8,40,37,768246,2508,765738,765738,128,765610,765730,765738,0,0.003264579314438344,7226410401792,0.003264579314438354
quota_lru_random_order_seed733,8,40,38,776922,2561,774361,774361,128,774233,774353,774361,0,0.0032963412028491922,7307787239424,0.0032963412028491623
quota_lru_random_order_seed733,8,40,39,783331,2590,780741,780741,128,780613,780733,780741,0,0.0033063928275531033,7367996473344,0.003306392827553073
quota_lru_random_order_seed733,8,40,40,764502,2575,761927,761927,128,761799,761919,761927,0,0.003368205707767933,7190445293568,0.0033682057077679683
quota_lru_random_order_seed733,8,40,41,745064,2742,742322,742322,128,742194,742314,742322,0,0.0036802207595589102,7005429301248,0.003680220759558872
quota_lru_random_order_seed733,8,40,42,737151,2747,734404,734404,127,734277,734396,734404,0,0.0037265092226694396,6930705678336,0.003726509222669483
quota_lru_random_order_seed733,8,40,43,733987,2679,731308,731308,125,731183,731300,731308,0,0.0036499284047265142,6901488156672,0.0036499284047265546
quota_lru_random_order_seed733,8,40,44,739696,2639,737057,737057,126,736931,737049,737057,0,0.003567681858493219,6955742527488,0.00356768185849321
quota_lru_random_order_seed733,8,40,45,731526,2753,728773,728773,128,728645,728765,728773,0,0.003763365895402214,6877564895232,0.00376336589540216
quota_lru_random_order_seed733,8,40,46,752250,2655,749595,749595,126,749469,749587,749595,0,0.0035294117647058825,7074065940480,0.003529411764705892
quota_lru_random_order_seed733,8,40,47,746547,2649,743898,743898,121,743777,743890,743898,0,0.0035483365414367748,7020302303232,0.003548336541436825
permanent_k,32,40,0,835525,240102,595423,595423,96,595327,0,0,0,0.2873666257742138,5619116408832,0.2873666257742138
permanent_k,32,40,1,833321,241217,592104,592104,96,592008,0,0,0,0.28946468407732434,5587794395136,0.2894646840773244
permanent_k,32,40,2,771712,242096,529616,529616,96,529520,0,0,0,0.31371288770940453,4998083641344,0.31371288770940453
permanent_k,32,40,3,812190,241462,570728,570728,96,570632,0,0,0,0.29729743040421575,5386065149952,0.29729743040421575
permanent_k,32,40,4,783878,242076,541802,541802,96,541706,0,0,0,0.3088184640977295,5113085165568,0.3088184640977295
permanent_k,32,40,5,789848,242074,547774,547774,96,547678,0,0,0,0.30648175345129697,5169444028416,0.3064817534512969
permanent_k,32,40,6,785541,242153,543388,543388,96,543292,0,0,0,0.30826271321293225,5128052539392,0.3082627132129322
permanent_k,32,40,7,785500,240983,544517,544517,96,544421,0,0,0,0.3067893061744112,5138707120128,0.30678930617441125
permanent_k,32,40,8,811106,241558,569548,569548,96,569452,0,0,0,0.29781310950726536,5374929272832,0.29781310950726536
permanent_k,32,40,9,792899,241322,551577,551577,96,551481,0,0,0,0.3043540223912503,5205333639168,0.3043540223912503
permanent_k,32,40,10,790926,239896,551030,551030,96,550934,0,0,0,0.30331029704422413,5200171499520,0.3033102970442241
permanent_k,32,40,11,802109,240626,561483,561483,96,561387,0,0,0,0.2999916470205421,5298818383872,0.29999164702054204
permanent_k,32,40,12,775408,238293,537115,537115,96,537019,0,0,0,0.307313053257124,5068853084160,0.307313053257124
permanent_k,32,40,13,765542,242158,523384,523384,96,523288,0,0,0,0.3163222919186668,4939271110656,0.3163222919186668
permanent_k,32,40,14,769261,241653,527608,527608,96,527512,0,0,0,0.31413655443341076,4979133775872,0.3141365544334108
permanent_k,32,40,15,783090,241834,541256,541256,96,541160,0,0,0,0.3088201866962929,5107932463104,0.30882018669629285
permanent_k,32,40,16,751494,241157,510337,510337,96,510241,0,0,0,0.32090342704000296,4816144171008,0.32090342704000296
permanent_k,32,40,17,735616,242296,493320,493320,96,493224,0,0,0,0.32937837132416914,4655551610880,0.32937837132416914
permanent_k,32,40,18,768731,241471,527260,527260,96,527164,0,0,0,0.314116381413004,4975849635840,0.314116381413004
permanent_k,32,40,19,780563,242223,538340,538340,96,538244,0,0,0,0.3103183215192111,5080413634560,0.3103183215192111
permanent_k,32,40,20,791661,241709,549952,549952,96,549856,0,0,0,0.3053188170189008,5189998215168,0.30531881701890073
permanent_k,32,40,21,774079,241939,532140,532140,96,532044,0,0,0,0.3125507861600689,5021903093760,0.3125507861600689
permanent_k,32,40,22,785935,240654,545281,545281,96,545185,0,0,0,0.3062008944760063,5145917128704,0.3062008944760063
permanent_k,32,40,23,785459,241579,543880,543880,96,543784,0,0,0,0.3075641121942711,5132695633920,0.30756411219427116
permanent_k,32,40,24,776115,241361,534754,534754,96,534658,0,0,0,0.3109861296328508,5046571892736,0.31098612963285077
permanent_k,32,40,25,761251,242381,518870,518870,96,518774,0,0,0,0.3183982681139335,4896671662080,0.31839826811393346
permanent_k,32,40,26,778850,242122,536728,536728,96,536632,0,0,0,0.31087115619182126,5065200893952,0.31087115619182126
permanent_k,32,40,27,786252,242723,543529,543529,96,543433,0,0,0,0.30870891266413314,5129383182336,0.30870891266413314
permanent_k,32,40,28,756158,241744,514414,514414,96,514318,0,0,0,0.3197003800792956,4854619570176,0.3197003800792956
permanent_k,32,40,29,771640,242142,529498,529498,96,529402,0,0,0,0.3138017728474418,4996970053632,0.3138017728474418
permanent_k,32,40,30,768942,240863,528079,528079,96,527983,0,0,0,0.31323949010458524,4983578689536,0.3132394901045853
permanent_k,32,40,31,779981,242003,537978,537978,96,537882,0,0,0,0.3102678142159873,5076997373952,0.31026781421598726
permanent_k,32,40,32,798364,241385,556979,556979,96,556883,0,0,0,0.3023495548396471,5256313307136,0.3023495548396471
permanent_k,32,40,33,785681,241897,543784,543784,96,543688,0,0,0,0.3078819520899704,5131789664256,0.3078819520899704
permanent_k,32,40,34,783716,241300,542416,542416,96,542320,0,0,0,0.30789214460340225,5118879596544,0.3078921446034023
permanent_k,32,40,35,794747,241328,553419,553419,96,553323,0,0,0,0.3036538672055384,5222716932096,0.30365386720553833
permanent_k,32,40,36,781106,241273,539833,539833,96,539737,0,0,0,0.30888637393644397,5094503350272,0.3088863739364439
permanent_k,32,40,37,768246,241949,526297,526297,96,526201,0,0,0,0.31493688219658805,4966761627648,0.3149368821965881
permanent_k,32,40,38,776922,242079,534843,534843,96,534747,0,0,0,0.31158726358630595,5047411802112,0.31158726358630595
permanent_k,32,40,39,783331,241852,541479,541479,96,541383,0,0,0,0.3087481537179047,5110036955136,0.30874815371790465
permanent_k,32,40,40,764502,242344,522158,522158,96,522062,0,0,0,0.3169959005993444,4927701123072,0.31699590059934446
permanent_k,32,40,41,745064,242910,502154,502154,96,502058,0,0,0,0.32602568369965534,4738919694336,0.32602568369965534
permanent_k,32,40,42,737151,243111,494040,494040,95,493945,0,0,0,0.3297981010674882,4662346383360,0.3297981010674882
permanent_k,32,40,43,733987,243508,490479,490479,93,490386,0,0,0,0.33176064426209184,4628740571136,0.33176064426209184
permanent_k,32,40,44,739696,242810,496886,496886,94,496792,0,0,0,0.3282564729294197,4689204609024,0.3282564729294196
permanent_k,32,40,45,731526,244164,487362,487362,96,487266,0,0,0,0.3337735090755489,4599324868608,0.3337735090755489
permanent_k,32,40,46,752250,243578,508672,508672,94,508578,0,0,0,0.3237992688600864,4800431259648,0.32379926886008636
permanent_k,32,40,47,746547,243939,502608,502608,89,502519,0,0,0,0.3267563864029994,4743204175872,0.3267563864029994
quota_lru_k,32,40,0,835525,0,835525,835525,128,835397,835493,835525,0,0.0,7885003161600,0.0
quota_lru_k,32,40,1,833321,0,833321,833321,128,833193,833289,833321,0,0.0,7864203608064,0.0
quota_lru_k,32,40,2,771712,0,771712,771712,128,771584,771680,771712,0,0.0,7282788139008,0.0
quota_lru_k,32,40,3,812190,0,812190,812190,128,812062,812158,812190,0,0.0,7664786472960,0.0
quota_lru_k,32,40,4,783878,0,783878,783878,128,783750,783846,783878,0,0.0,7397600919552,0.0
quota_lru_k,32,40,5,789848,0,789848,789848,128,789720,789816,789848,0,0.0,7453940908032,0.0
quota_lru_k,32,40,6,785541,0,785541,785541,128,785413,785509,785541,0,0.0,7413294956544,0.0
quota_lru_k,32,40,7,785500,0,785500,785500,128,785372,785468,785500,0,0.0,7412908032000,0.0
quota_lru_k,32,40,8,811106,0,811106,811106,128,810978,811074,811106,0,0.0,7654556565504,0.0
quota_lru_k,32,40,9,792899,0,792899,792899,128,792771,792867,792899,0,0.0,7482733756416,0.0
quota_lru_k,32,40,10,790926,0,790926,790926,128,790798,790894,790926,0,0.0,7464114192384,0.0
quota_lru_k,32,40,11,802109,7,802102,802102,128,801974,802070,802102,0,8.726993463481896e-06,7569584160768,8.726993463437083e-06
quota_lru_k,32,40,12,775408,4,775404,775404,128,775276,775372,775404,0,5.158574582671316e-06,7317630222336,5.158574582719844e-06
quota_lru_k,32,40,13,765542,0,765542,765542,128,765414,765510,765542,0,0.0,7224560713728,0.0
quota_lru_k,32,40,14,769261,0,769261,769261,128,769133,769229,769261,0,0.0,7259657601024,0.0
quota_lru_k,32,40,15,783090,0,783090,783090,128,782962,783058,783090,0,0.0,7390164418560,0.0
quota_lru_k,32,40,16,751494,0,751494,751494,128,751366,751462,751494,0,0.0,7091987152896,0.0
quota_lru_k,32,40,17,735616,0,735616,735616,128,735488,735584,735616,0,0.0,6942143545344,0.0
quota_lru_k,32,40,18,768731,0,768731,768731,128,768603,768699,768731,0,0.0,7254655893504,0.0
quota_lru_k,32,40,19,780563,0,780563,780563,128,780435,780531,780563,0,0.0,7366316654592,0.0
quota_lru_k,32,40,20,791661,0,791661,791661,128,791533,791629,791661,0,0.0,7471050522624,0.0
quota_lru_k,32,40,21,774079,0,774079,774079,128,773951,774047,774079,0,0.0,7305125953536,0.0
quota_lru_k,32,40,22,785935,0,785935,785935,128,785807,785903,785935,0,0.0,7417013207040,0.0
quota_lru_k,32,40,23,785459,0,785459,785459,128,785331,785427,785459,0,0.0,7412521107456,0.0
quota_lru_k,32,40,24,776115,0,776115,776115,128,775987,776083,776115,0,0.0,7324340060160,0.0
quota_lru_k,32,40,25,761251,0,761251,761251,128,761123,761219,761251,0,0.0,7184065757184,0.0
quota_lru_k,32,40,26,778850,0,778850,778850,128,778722,778818,778850,0,0.0,7350150758400,0.0
quota_lru_k,32,40,27,786252,0,786252,786252,128,786124,786220,786252,0,0.0,7420004794368,0.0
quota_lru_k,32,40,28,756158,0,756158,756158,128,756030,756126,756158,0,0.0,7136002179072,0.0
quota_lru_k,32,40,29,771640,0,771640,771640,128,771512,771608,771640,0,0.0,7282108661760,0.0
quota_lru_k,32,40,30,768942,0,768942,768942,128,768814,768910,768942,0,0.0,7256647139328,0.0
quota_lru_k,32,40,31,779981,0,779981,779981,128,779853,779949,779981,0,0.0,7360824213504,0.0
quota_lru_k,32,40,32,798364,0,798364,798364,128,798236,798332,798364,0,0.0,7534307966976,0.0
quota_lru_k,32,40,33,785681,0,785681,785681,128,785553,785649,785681,0,0.0,7414616162304,0.0
quota_lru_k,32,40,34,783716,0,783716,783716,128,783588,783684,783716,0,0.0,7396072095744,0.0
quota_lru_k,32,40,35,794747,0,794747,794747,128,794619,794715,794747,0,0.0,7500173672448,0.0
quota_lru_k,32,40,36,781106,0,781106,781106,128,780978,781074,781106,0,0.0,7371441045504,0.0
quota_lru_k,32,40,37,768246,0,768246,768246,128,768118,768214,768246,0,0.0,7250078859264,0.0
quota_lru_k,32,40,38,776922,0,776922,776922,128,776794,776890,776922,0,0.0,7331955867648,0.0
quota_lru_k,32,40,39,783331,0,783331,783331,128,783203,783299,783331,0,0.0,7392438779904,0.0
quota_lru_k,32,40,40,764502,0,764502,764502,128,764374,764470,764502,0,0.0,7214746042368,0.0
quota_lru_k,32,40,41,745064,0,745064,745064,128,744936,745032,745064,0,0.0,7031306059776,0.0
quota_lru_k,32,40,42,737151,0,737151,737151,127,737024,737119,737151,0,0.0,6956629622784,0.0
quota_lru_k,32,40,43,733987,0,733987,733987,125,733862,733955,733987,0,0.0,6926770372608,0.0
quota_lru_k,32,40,44,739696,0,739696,739696,126,739570,739664,739696,0,0.0,6980647256064,0.0
quota_lru_k,32,40,45,731526,0,731526,731526,128,731398,731494,731526,0,0.0,6903545462784,0.0
quota_lru_k,32,40,46,752250,0,752250,752250,126,752124,752218,752250,0,0.0,7099121664000,0.0
quota_lru_k,32,40,47,746547,0,746547,746547,121,746426,746515,746547,0,0.0,7045301403648,0.0
quota_lru_resident_hit_first,32,40,0,835525,222764,612761,612761,128,612633,612729,612761,0,0.26661560096945036,5782738305024,0.26661560096945036
quota_lru_resident_hit_first,32,40,1,833321,220598,612723,612723,128,612595,612691,612723,0,0.2647215178784646,5782379692032,0.26472151787846465
quota_lru_resident_hit_first,32,40,2,771712,218478,553234,553234,128,553106,553202,553234,0,0.28310820617017746,5220971053056,0.2831082061701775
quota_lru_resident_hit_first,32,40,3,812190,218581,593609,593609,128,593481,593577,593609,0,0.2691254509412822,5601997357056,0.26912545094128226
quota_lru_resident_hit_first,32,40,4,783878,218207,565671,565671,128,565543,565639,565671,0,0.27836857266054155,5338341310464,0.2783685726605416
quota_lru_resident_hit_first,32,40,5,789848,222673,567175,567175,128,567047,567143,567175,0,0.28191879956649885,5352534835200,0.2819187995664989
quota_lru_resident_hit_first,32,40,6,785541,221499,564042,564042,128,563914,564010,564042,0,0.281970005384824,5322968137728,0.281970005384824
quota_lru_resident_hit_first,32,40,7,785500,219328,566172,566172,128,566044,566140,566172,0,0.27922087842138765,5343069339648,0.27922087842138765
quota_lru_resident_hit_first,32,40,8,811106,217188,593918,593918,128,593790,593886,593918,0,0.26776771470066796,5604913446912,0.26776771470066796
quota_lru_resident_hit_first,32,40,9,792899,219844,573055,573055,128,572927,573023,573055,0,0.27726608306984873,5408025477120,0.2772660830698488
quota_lru_resident_hit_first,32,40,10,790926,216561,574365,574365,128,574237,574333,574365,0,0.273806904817897,5420388188160,0.27380690481789705
quota_lru_resident_hit_first,32,40,11,802109,219395,582714,582714,128,582586,582682,582714,0,0.27352267584580153,5499179237376,0.2735226758458015
quota_lru_resident_hit_first,32,40,12,775408,213582,561826,561826,128,561698,561794,561826,0,0.27544466912902626,5302055337984,0.2754446691290263
quota_lru_resident_hit_first,32,40,13,765542,215132,550410,550410,128,550282,550378,550410,0,0.2810191994691343,5194320445440,0.28101919946913434
quota_lru_resident_hit_first,32,40,14,769261,213021,556240,556240,128,556112,556208,556240,0,0.27691641718480464,5249339228160,0.27691641718480464
quota_lru_resident_hit_first,32,40,15,783090,216436,566654,566654,128,566526,566622,566654,0,0.2763871330243012,5347618062336,0.2763871330243012
quota_lru_resident_hit_first,32,40,16,751494,220169,531325,531325,128,531197,531293,531325,0,0.29297506034645654,5014211788800,0.2929750603464565
quota_lru_resident_hit_first,32,40,17,735616,213391,522225,522225,128,522097,522193,522225,0,0.29008477248999476,4928333414400,0.29008477248999476
quota_lru_resident_hit_first,32,40,18,768731,217426,551305,551305,128,551177,551273,551305,0,0.2828375595624477,5202766725120,0.2828375595624477
quota_lru_resident_hit_first,32,40,19,780563,217424,563139,563139,128,563011,563107,563139,0,0.27854766367352796,5314446360576,0.2785476636735279
quota_lru_resident_hit_first,32,40,20,791661,215598,576063,576063,128,575935,576031,576063,0,0.2723362651437926,5436412526592,0.2723362651437926
quota_lru_resident_hit_first,32,40,21,774079,217612,556467,556467,128,556339,556435,556467,0,0.28112376126984456,5251481468928,0.2811237612698445
quota_lru_resident_hit_first,32,40,22,785935,214759,571176,571176,128,571048,571144,571176,0,0.2732528771463289,5390293008384,0.27325287714632884
quota_lru_resident_hit_first,32,40,23,785459,214230,571229,571229,128,571101,571197,571229,0,0.2727449809601774,5390793179136,0.2727449809601774
quota_lru_resident_hit_first,32,40,24,776115,213314,562801,562801,128,562673,562769,562801,0,0.2748484438517488,5311256592384,0.2748484438517488
quota_lru_resident_hit_first,32,40,25,761251,212684,548567,548567,128,548439,548535,548567,0,0.279387481921206,5176927715328,0.279387481921206
quota_lru_resident_hit_first,32,40,26,778850,214505,564345,564345,128,564217,564313,564345,0,0.2754124670989279,5325827604480,0.27541246709892786
quota_lru_resident_hit_first,32,40,27,786252,215009,571243,571243,128,571115,571211,571243,0,0.2734606716421707,5390925299712,0.2734606716421707
quota_lru_resident_hit_first,32,40,28,756158,217505,538653,538653,128,538525,538621,538653,0,0.28764491019072735,5083367473152,0.28764491019072735
quota_lru_resident_hit_first,32,40,29,771640,217666,553974,553974,128,553846,553942,553974,0,0.28208231817946194,5227954569216,0.28208231817946194
quota_lru_resident_hit_first,32,40,30,768942,218354,550588,550588,128,550460,550556,550588,0,0.2839668011371469,5196000264192,0.2839668011371469
quota_lru_resident_hit_first,32,40,31,779981,217603,562378,562378,128,562250,562346,562378,0,0.278985000916689,5307264663552,0.278985000916689
quota_lru_resident_hit_first,32,40,32,798364,215183,583181,583181,128,583053,583149,583181,0,0.269529938724692,5503586402304,0.269529938724692
quota_lru_resident_hit_first,32,40,33,785681,218743,566938,566938,128,566810,566906,566938,0,0.2784119763619077,5350298222592,0.27841197636190773
quota_lru_resident_hit_first,32,40,34,783716,215260,568456,568456,128,568328,568424,568456,0,0.2746658228235738,5364623867904,0.2746658228235739
quota_lru_resident_hit_first,32,40,35,794747,215625,579122,579122,128,578994,579090,579122,0,0.2713127573932333,5465280872448,0.27131275739323335
quota_lru_resident_hit_first,32,40,36,781106,215853,565253,565253,128,565125,565221,565253,0,0.2763427755003802,5334396567552,0.2763427755003802
quota_lru_resident_hit_first,32,40,37,768246,216604,551642,551642,128,551514,551610,551642,0,0.2819461474579757,5205947056128,0.28194614745797575
quota_lru_resident_hit_first,32,40,38,776922,215423,561499,561499,128,561371,561467,561499,0,0.2772775130579389,5298969378816,0.2772775130579389
quota_lru_resident_hit_first,32,40,39,783331,218923,564408,564408,128,564280,564376,564408,0,0.27947700269745485,5326422147072,0.2794770026974548
quota_lru_resident_hit_first,32,40,40,764502,219469,545033,545033,128,544905,545001,545033,0,0.2870744615449011,5143576707072,0.2870744615449011
quota_lru_resident_hit_first,32,40,41,745064,220063,525001,525001,128,524873,524969,525001,0,0.2953612038697347,4954531037184,0.29536120386973463
quota_lru_resident_hit_first,32,40,42,737151,214173,522978,522978,127,522851,522946,522978,0,0.29054155797116193,4935439613952,0.290541557971162
quota_lru_resident_hit_first,32,40,43,733987,218322,515665,515665,125,515540,515633,515665,0,0.29744668502303173,4866425487360,0.29744668502303173
quota_lru_resident_hit_first,32,40,44,739696,216698,522998,522998,126,522872,522966,522998,0,0.29295548441521924,4935628357632,0.29295548441521924
quota_lru_resident_hit_first,32,40,45,731526,211965,519561,519561,128,519433,519529,519561,0,0.28975730185940074,4903192756224,0.28975730185940074
quota_lru_resident_hit_first,32,40,46,752250,220164,532086,532086,126,531960,532054,532086,0,0.2926739780658026,5021393485824,0.29267397806580264
quota_lru_resident_hit_first,32,40,47,746547,216441,530106,530106,121,529985,530074,530106,0,0.28992280459234315,5002707861504,0.2899228045923431
quota_lru_miss_bypass,32,40,0,835525,205528,629997,629997,128,629869,0,32,629965,0.24598665509709464,5945397608448,0.2459866550970946
quota_lru_miss_bypass,32,40,1,833321,213474,619847,619847,128,619719,0,32,619815,0.25617259135435205,5849610190848,0.256172591354352
quota_lru_miss_bypass,32,40,2,771712,206922,564790,564790,128,564662,0,32,564758,0.26813370791175983,5330027151360,0.26813370791175983
quota_lru_miss_bypass,32,40,3,812190,219390,592800,592800,128,592672,0,32,592768,0.2701215232888856,5594362675200,0.2701215232888856
quota_lru_miss_bypass,32,40,4,783878,215156,568722,568722,128,568594,0,32,568690,0.2744763853558845,5367134158848,0.2744763853558845
quota_lru_miss_bypass,32,40,5,789848,207986,581862,581862,128,581734,0,32,581830,0.2633240826082993,5491138756608,0.2633240826082993
quota_lru_miss_bypass,32,40,6,785541,216148,569393,569393,128,569265,0,32,569361,0.2751581394223853,5373466509312,0.2751581394223853
quota_lru_miss_bypass,32,40,7,785500,219775,565725,565725,128,565597,0,32,565693,0.27978994271164864,5338850918400,0.2797899427116486
quota_lru_miss_bypass,32,40,8,811106,225789,585317,585317,128,585189,0,32,585285,0.27837175412338216,5523744227328,0.2783717541233821
quota_lru_miss_bypass,32,40,9,792899,215964,576935,576935,128,576807,0,32,576903,0.27237264771427383,5444641751040,0.27237264771427383
quota_lru_miss_bypass,32,40,10,790926,218826,572100,572100,128,571972,0,32,572068,0.2766706366967327,5399012966400,0.27667063669673264
quota_lru_miss_bypass,32,40,11,802109,224453,577656,577656,128,577528,0,32,577624,0.27982855197984313,5451445960704,0.27982855197984313
quota_lru_miss_bypass,32,40,12,775408,215004,560404,560404,128,560276,0,32,560372,0.2772785423931659,5288635662336,0.27727854239316596
quota_lru_miss_bypass,32,40,13,765542,212766,552776,552776,128,552648,0,32,552744,0.2779285787063283,5216648822784,0.27792857870632837
quota_lru_miss_bypass,32,40,14,769261,216464,552797,552797,128,552669,0,32,552765,0.2813921412888474,5216847003648,0.2813921412888474
quota_lru_miss_bypass,32,40,15,783090,219213,563877,563877,128,563749,0,32,563845,0.2799333409952879,5321411002368,0.2799333409952879
quota_lru_miss_bypass,32,40,16,751494,207272,544222,544222,128,544094,0,32,544190,0.27581324667928153,5135923150848,0.27581324667928153
quota_lru_miss_bypass,32,40,17,735616,222152,513464,513464,128,513336,0,32,513432,0.30199451887941536,4845654245376,0.3019945188794153
quota_lru_miss_bypass,32,40,18,768731,227293,541438,541438,128,541310,0,32,541406,0.2956729987472861,5109650030592,0.29567299874728614
quota_lru_miss_bypass,32,40,19,780563,220278,560285,560285,128,560157,0,32,560253,0.28220399890848014,5287512637440,0.28220399890848014
quota_lru_miss_bypass,32,40,20,791661,218984,572677,572677,128,572549,0,32,572645,0.27661334839028323,5404458221568,0.2766133483902832
quota_lru_miss_bypass,32,40,21,774079,215102,558977,558977,128,558849,0,32,558945,0.2778811981722796,5275168800768,0.2778811981722795
quota_lru_miss_bypass,32,40,22,785935,224546,561389,561389,128,561261,0,32,561357,0.2857055608924402,5297931288576,0.28570556089244026
quota_lru_miss_bypass,32,40,23,785459,217019,568440,568440,128,568312,0,32,568408,0.2762957710077802,5364472872960,0.27629577100778013
quota_lru_miss_bypass,32,40,24,776115,222726,553389,553389,128,553261,0,32,553357,0.2869755126495429,5222433816576,0.2869755126495429
quota_lru_miss_bypass,32,40,25,761251,219238,542013,542013,128,541885,0,32,541981,0.2879969944210254,5115076411392,0.28799699442102544
quota_lru_miss_bypass,32,40,26,778850,227198,551652,551652,128,551524,0,32,551620,0.2917095718045837,5206041427968,0.2917095718045837
quota_lru_miss_bypass,32,40,27,786252,218313,567939,567939,128,567811,0,32,567907,0.2776628867080783,5359744843776,0.27766288670807837
quota_lru_miss_bypass,32,40,28,756158,205962,550196,550196,128,550068,0,32,550164,0.27237958204502233,5192300888064,0.27237958204502233
quota_lru_miss_bypass,32,40,29,771640,220762,550878,550878,128,550750,0,32,550846,0.2860945518635633,5198737047552,0.28609455186356336
quota_lru_miss_bypass,32,40,30,768942,203876,565066,565066,128,564938,0,32,565034,0.26513833293018196,5332631814144,0.26513833293018196
quota_lru_miss_bypass,32,40,31,779981,220997,558984,558984,128,558856,0,32,558952,0.2833363889633209,5275234861056,0.2833363889633209
